Species,Variable,Source,Value,priority
Wallabia bicolor,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,3339,6
Wallabia bicolor,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,2619,6
Wallabia bicolor,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,1.407,6
Wallabia bicolor,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,4.955,6
Wallabia bicolor,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,3.319,6
Wallabia bicolor,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,8.506,6
Wallabia bicolor,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.293,6
Wallabia bicolor,RoB_O.p.N,DosSantos_etal_2017_TableS1,20.583,6
Wallabia bicolor,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,20.459,6
Wallabia bicolor,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,20.834,6
Wallabia bicolor,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Wallabia bicolor,Species_Source,DosSantos_etal_2017_TableS1,Wallabia bicolor,6
Osphranter rufus,Body_Mass.g,DosSantos_etal_2017_TableS1,13154,6
Osphranter rufus,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,4.786,6
Osphranter rufus,RoB_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,2.886,6
Osphranter rufus,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,WholeBrain_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1530000000,6
Osphranter rufus,RoB_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,19340000,6
Osphranter rufus,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,320282,6
Osphranter rufus,RoB_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,6700,6
Osphranter rufus,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.278,6
Osphranter rufus,RoB_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,10.765,6
Osphranter rufus,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Osphranter rufus,Species_Source,DosSantos_etal_2017_TableS1,Macropus rufus,6
Dendrolagus goodfellowi,Body_Mass.g,DosSantos_etal_2017_TableS1,13608,6
Dendrolagus goodfellowi,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,31.548,6
Dendrolagus goodfellowi,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,19.57,6
Dendrolagus goodfellowi,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,1.29,6
Dendrolagus goodfellowi,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,4.236,6
Dendrolagus goodfellowi,RoB_Mass.g,DosSantos_etal_2017_TableS1,7.742,6
Dendrolagus goodfellowi,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,5.066,6
Dendrolagus goodfellowi,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,2.676,6
Dendrolagus goodfellowi,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,WholeBrain_N.n,DosSantos_etal_2017_TableS1,1.55e+09,6
Dendrolagus goodfellowi,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,273430000,6
Dendrolagus goodfellowi,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,188300000,6
Dendrolagus goodfellowi,Hippocampus_N.n,DosSantos_etal_2017_TableS1,18150000,6
Dendrolagus goodfellowi,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1240000000,6
Dendrolagus goodfellowi,RoB_N.n,DosSantos_etal_2017_TableS1,37860000,6
Dendrolagus goodfellowi,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,29630000,6
Dendrolagus goodfellowi,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,8230000,6
Dendrolagus goodfellowi,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,13972,6
Dendrolagus goodfellowi,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,16599,6
Dendrolagus goodfellowi,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,14073,6
Dendrolagus goodfellowi,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,292025,6
Dendrolagus goodfellowi,RoB_N.p.mg,DosSantos_etal_2017_TableS1,4890,6
Dendrolagus goodfellowi,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,5849,6
Dendrolagus goodfellowi,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,3075,6
Dendrolagus goodfellowi,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,1.322,6
Dendrolagus goodfellowi,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,4.603,6
Dendrolagus goodfellowi,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,2.721,6
Dendrolagus goodfellowi,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,4.552,6
Dendrolagus goodfellowi,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.249,6
Dendrolagus goodfellowi,RoB_O.p.N,DosSantos_etal_2017_TableS1,12.685,6
Dendrolagus goodfellowi,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,12.021,6
Dendrolagus goodfellowi,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,15.077,6
Dendrolagus goodfellowi,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Dendrolagus goodfellowi,Species_Source,DosSantos_etal_2017_TableS1,Dendrolagus goodfellowi,6
Macropus fuliginosus,Body_Mass.g,DosSantos_etal_2017_TableS1,25855,6
Macropus fuliginosus,WholeBrain_Mass.g,DosSantos_etal_2017_TableS1,62.724,6
Macropus fuliginosus,CerebralCortex_Mass.g,DosSantos_etal_2017_TableS1,40.194,6
Macropus fuliginosus,Hippocampus_Mass.g,DosSantos_etal_2017_TableS1,2.938,6
Macropus fuliginosus,Cerebellum_Mass.g,DosSantos_etal_2017_TableS1,7.358,6
Macropus fuliginosus,RoB_Mass.g,DosSantos_etal_2017_TableS1,15.172,6
Macropus fuliginosus,DiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_Mass.g,DosSantos_etal_2017_TableS1,10.81,6
Macropus fuliginosus,PonsMedulla_Mass.g,DosSantos_etal_2017_TableS1,4.362,6
Macropus fuliginosus,OlfactoryBulb_Mass.g,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,WholeBrain_N.n,DosSantos_etal_2017_TableS1,2.46e+09,6
Macropus fuliginosus,CerebralCortex_N.n,DosSantos_etal_2017_TableS1,370170000,6
Macropus fuliginosus,CerebralCortexGrey_N.n,DosSantos_etal_2017_TableS1,271030000,6
Macropus fuliginosus,Hippocampus_N.n,DosSantos_etal_2017_TableS1,44770000,6
Macropus fuliginosus,Cerebellum_N.n,DosSantos_etal_2017_TableS1,1990000000,6
Macropus fuliginosus,RoB_N.n,DosSantos_etal_2017_TableS1,97740000,6
Macropus fuliginosus,DiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_N.n,DosSantos_etal_2017_TableS1,76400000,6
Macropus fuliginosus,PonsMedulla_N.n,DosSantos_etal_2017_TableS1,21340000,6
Macropus fuliginosus,OlfactoryBulb_N.n,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,CerebralCortex_N.p.mg,DosSantos_etal_2017_TableS1,9210,6
Macropus fuliginosus,CerebralCortexGrey_N.p.mg,DosSantos_etal_2017_TableS1,11254,6
Macropus fuliginosus,Hippocampus_N.p.mg,DosSantos_etal_2017_TableS1,15238,6
Macropus fuliginosus,Cerebellum_N.p.mg,DosSantos_etal_2017_TableS1,270449,6
Macropus fuliginosus,RoB_N.p.mg,DosSantos_etal_2017_TableS1,6442,6
Macropus fuliginosus,DiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_N.p.mg,DosSantos_etal_2017_TableS1,7067,6
Macropus fuliginosus,PonsMedulla_N.p.mg,DosSantos_etal_2017_TableS1,4893,6
Macropus fuliginosus,OlfactoryBulb_N.p.mg,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,WholeBrain_O.p.N,DosSantos_etal_2017_TableS1,1.729,6
Macropus fuliginosus,CerebralCortex_O.p.N,DosSantos_etal_2017_TableS1,6.404,6
Macropus fuliginosus,CerebralCortexGrey_O.p.N,DosSantos_etal_2017_TableS1,4.12,6
Macropus fuliginosus,Hippocampus_O.p.N,DosSantos_etal_2017_TableS1,4.076,6
Macropus fuliginosus,Cerebellum_O.p.N,DosSantos_etal_2017_TableS1,0.368,6
Macropus fuliginosus,RoB_O.p.N,DosSantos_etal_2017_TableS1,11.744,6
Macropus fuliginosus,DiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Mesencephalon_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,MesencephalonDiencephalonStriatum_O.p.N,DosSantos_etal_2017_TableS1,11.723,6
Macropus fuliginosus,PonsMedulla_O.p.N,DosSantos_etal_2017_TableS1,11.821,6
Macropus fuliginosus,OlfactoryBulb_O.p.N,DosSantos_etal_2017_TableS1,NA,6
Macropus fuliginosus,Species_Source,DosSantos_etal_2017_TableS1,Macropus fuliginosus,6
Dendrohyrax dorsalis,WholeBrain_C.n,DosSantos_etal_2020_Table1,918138000,1
Dendrohyrax dorsalis,WholeBrain_I.n,DosSantos_etal_2020_Table1,27176885,1
Dendrohyrax dorsalis,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,10129,1
Dendrohyrax dorsalis,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.052,1
Dendrohyrax dorsalis,WholeBrain_N.n,DosSantos_etal_2020_Table1,504551401,1
Dendrohyrax dorsalis,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,39412,1
Dendrohyrax dorsalis,WholeBrain_n,DosSantos_etal_2020_Table1,7,1
Dendrohyrax dorsalis,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,12.802,1
Dendrohyrax dorsalis,Cerebellum_C.n,DosSantos_etal_2020_Table1,438500000,1
Dendrohyrax dorsalis,Cerebellum_I.n,DosSantos_etal_2020_Table1,2367900,1
Dendrohyrax dorsalis,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,1235,1
Dendrohyrax dorsalis,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.007,1
Dendrohyrax dorsalis,Cerebellum_N.n,DosSantos_etal_2020_Table1,360929350,1
Dendrohyrax dorsalis,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,188180,1
Dendrohyrax dorsalis,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Dendrohyrax dorsalis,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,1.918,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,257310000,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,12325149,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,1805,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,0.136,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,90644478,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,13272,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,2,1
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,6.83,1
Dendrohyrax dorsalis,CerebralCortex_C.n,DosSantos_etal_2020_Table1,282500000,1
Dendrohyrax dorsalis,CerebralCortex_I.n,DosSantos_etal_2020_Table1,13842895,1
Dendrohyrax dorsalis,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,1832,1
Dendrohyrax dorsalis,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,0.14,1
Dendrohyrax dorsalis,CerebralCortex_N.n,DosSantos_etal_2020_Table1,98960000,1
Dendrohyrax dorsalis,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,13098,1
Dendrohyrax dorsalis,CerebralCortex_n,DosSantos_etal_2020_Table1,3,1
Dendrohyrax dorsalis,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,7.556,1
Dendrohyrax dorsalis,Hippocampus_C.n,DosSantos_etal_2020_Table1,25190000,1
Dendrohyrax dorsalis,Hippocampus_I.n,DosSantos_etal_2020_Table1,1516438,1
Dendrohyrax dorsalis,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2089,1
Dendrohyrax dorsalis,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.182,1
Dendrohyrax dorsalis,Hippocampus_N.n,DosSantos_etal_2020_Table1,8312700,1
Dendrohyrax dorsalis,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,11450,1
Dendrohyrax dorsalis,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Dendrohyrax dorsalis,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,0.726,1
Dendrohyrax dorsalis,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Dendrohyrax dorsalis,RoB_C.n,DosSantos_etal_2020_Table1,197138000,1
Dendrohyrax dorsalis,RoB_I.n,DosSantos_etal_2020_Table1,10982209,1
Dendrohyrax dorsalis,RoB_I.p.mg,DosSantos_etal_2020_Table1,3299,1
Dendrohyrax dorsalis,RoB_I.p.N,DosSantos_etal_2020_Table1,0.246,1
Dendrohyrax dorsalis,RoB_N.n,DosSantos_etal_2020_Table1,44671471,1
Dendrohyrax dorsalis,RoB_N.p.mg,DosSantos_etal_2020_Table1,13423,1
Dendrohyrax dorsalis,RoB_n,DosSantos_etal_2020_Table1,3,1
Dendrohyrax dorsalis,RoB_Mass.g,DosSantos_etal_2020_Table1,3.328,1
Dendrohyrax dorsalis,Species_Source,DosSantos_etal_2020_Table1,Dendrohyrax dorsalis,1
Elephantulus myurus,WholeBrain_C.n,DosSantos_etal_2020_Table1,195628000,1
Elephantulus myurus,WholeBrain_I.n,DosSantos_etal_2020_Table1,2699666,1
Elephantulus myurus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,2818,1
Elephantulus myurus,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.022,1
Elephantulus myurus,WholeBrain_N.n,DosSantos_etal_2020_Table1,124766317,1
Elephantulus myurus,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,130236,1
Elephantulus myurus,WholeBrain_n,DosSantos_etal_2020_Table1,7,1
Elephantulus myurus,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,0.958,1
Elephantulus myurus,Cerebellum_C.n,DosSantos_etal_2020_Table1,112681000,1
Elephantulus myurus,Cerebellum_I.n,DosSantos_etal_2020_Table1,822571,1
Elephantulus myurus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4896,1
Elephantulus myurus,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.009,1
Elephantulus myurus,Cerebellum_N.n,DosSantos_etal_2020_Table1,89312372,1
Elephantulus myurus,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,531494,1
Elephantulus myurus,Cerebellum_n,DosSantos_etal_2020_Table1,2,1
Elephantulus myurus,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,0.168,1
Elephantulus myurus,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,34554000,1
Elephantulus myurus,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,580507,1
Elephantulus myurus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,1631,1
Elephantulus myurus,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,0.035,1
Elephantulus myurus,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,16422814,1
Elephantulus myurus,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,46132,1
Elephantulus myurus,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,2,1
Elephantulus myurus,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,0.356,1
Elephantulus myurus,CerebralCortex_C.n,DosSantos_etal_2020_Table1,46970000,1
Elephantulus myurus,CerebralCortex_I.n,DosSantos_etal_2020_Table1,1052128,1
Elephantulus myurus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,2338,1
Elephantulus myurus,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,0.048,1
Elephantulus myurus,CerebralCortex_N.n,DosSantos_etal_2020_Table1,21847255,1
Elephantulus myurus,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,48549,1
Elephantulus myurus,CerebralCortex_n,DosSantos_etal_2020_Table1,3,1
Elephantulus myurus,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,0.45,1
Elephantulus myurus,Hippocampus_C.n,DosSantos_etal_2020_Table1,12080000,1
Elephantulus myurus,Hippocampus_I.n,DosSantos_etal_2020_Table1,353944,1
Elephantulus myurus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4116,1
Elephantulus myurus,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.069,1
Elephantulus myurus,Hippocampus_N.n,DosSantos_etal_2020_Table1,5159368,1
Elephantulus myurus,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,59993,1
Elephantulus myurus,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Elephantulus myurus,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,0.086,1
Elephantulus myurus,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Elephantulus myurus,RoB_C.n,DosSantos_etal_2020_Table1,43010000,1
Elephantulus myurus,RoB_I.n,DosSantos_etal_2020_Table1,1324708,1
Elephantulus myurus,RoB_I.p.mg,DosSantos_etal_2020_Table1,3295,1
Elephantulus myurus,RoB_I.p.N,DosSantos_etal_2020_Table1,0.095,1
Elephantulus myurus,RoB_N.n,DosSantos_etal_2020_Table1,14012533,1
Elephantulus myurus,RoB_N.p.mg,DosSantos_etal_2020_Table1,34520,1
Elephantulus myurus,RoB_n,DosSantos_etal_2020_Table1,2,1
Elephantulus myurus,RoB_Mass.g,DosSantos_etal_2020_Table1,0.401,1
Elephantulus myurus,Species_Source,DosSantos_etal_2020_Table1,Elephantulus myurus,1
Loxodonta africana,WholeBrain_C.n,DosSantos_etal_2020_Table1,477844127344,1
Loxodonta africana,WholeBrain_I.n,DosSantos_etal_2020_Table1,20919937679,1
Loxodonta africana,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4562,1
Loxodonta africana,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.081,1
Loxodonta africana,WholeBrain_N.n,DosSantos_etal_2020_Table1,257043473412,1
Loxodonta africana,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,56071,1
Loxodonta africana,WholeBrain_n,DosSantos_etal_2020_Table1,388,1
Loxodonta africana,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,4168.62,1
Loxodonta africana,Cerebellum_C.n,DosSantos_etal_2020_Table1,287226757500,1
Loxodonta africana,Cerebellum_I.n,DosSantos_etal_2020_Table1,7025615044,1
Loxodonta africana,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,5982,1
Loxodonta africana,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.028,1
Loxodonta africana,Cerebellum_N.n,DosSantos_etal_2020_Table1,250708527536,1
Loxodonta africana,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,213983,1
Loxodonta africana,Cerebellum_n,DosSantos_etal_2020_Table1,80,1
Loxodonta africana,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,1171.63,1
Loxodonta africana,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,157990215478,1
Loxodonta africana,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,11462555196,1
Loxodonta africana,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4149,1
Loxodonta africana,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,2.063,1
Loxodonta africana,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,5556610521,1
Loxodonta africana,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,1968,1
Loxodonta africana,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,263,1
Loxodonta africana,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,2823.53,1
Loxodonta africana,CerebralCortex_C.n,DosSantos_etal_2020_Table1,160509115478,1
Loxodonta africana,CerebralCortex_I.n,DosSantos_etal_2020_Table1,11667281742,1
Loxodonta africana,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4192,1
Loxodonta africana,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,2.086,1
Loxodonta africana,CerebralCortex_N.n,DosSantos_etal_2020_Table1,5593241033,1
Loxodonta africana,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,1964,1
Loxodonta africana,CerebralCortex_n,DosSantos_etal_2020_Table1,264,1
Loxodonta africana,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,2847.954,1
Loxodonta africana,Hippocampus_C.n,DosSantos_etal_2020_Table1,1763900000,1
