Species,Variable,Value,Teams
Ateles geoffroyi,Corpus_subcommissurale_Vol.mm3,0.608,Stephan_collection
Ateles geoffroyi,Corpus_subfornicale_Vol.mm3,0.443,Stephan_collection
Ateles geoffroyi,Diencephalon_Vol.mm3,5334.0,Stephan_collection
Ateles geoffroyi,Dysgranular_insular_cortex_Vol.mm3,362.0,Zilles
Ateles geoffroyi,Dysgranular_insular_cortex_left_Vol.mm3,181.0,Zilles
Ateles geoffroyi,Epithalamus_Vol.mm3,30.5,Stephan_collection
Ateles geoffroyi,Facial_motor_nucleus_left_Vol.mm3,1.65,Sherwood
Ateles geoffroyi,Fascia_dentata_Vol.mm3,150.28,Stephan_collection
Ateles geoffroyi,FrontalCortex_grey_matter_Vol.mm3,16010.000000000002,Zilles
Ateles geoffroyi,FrontalCortex_white_matter_Vol.mm3,5310.0,Zilles
Ateles geoffroyi,Granular_insular_cortex_Vol.mm3,200.0,Zilles
Ateles geoffroyi,Granular_insular_cortex_left_Vol.mm3,100.0,Zilles
Ateles geoffroyi,HP_HS_fibers_Vol.mm3,370.37,Stephan_collection
Ateles geoffroyi,Hilus_Vol.mm3,69.29,Stephan_collection
Ateles geoffroyi,Hippocampus_Vol.mm3,1366.01,Stephan_collection
Ateles geoffroyi,Hippocampus_retrocommissuralis_Vol.mm3,995.64,Stephan_collection
Ateles geoffroyi,Hypoglossal_nucleus_left_Vol.mm3,1.78,Sherwood
Ateles geoffroyi,Hypothalamus_Vol.mm3,629.0,Stephan_collection
Ateles geoffroyi,Insula_Vol.mm3,832.0,Zilles
Ateles geoffroyi,Insula_left_Vol.mm3,416.0,Zilles
Ateles geoffroyi,Interpositus_cerebellar_nuclei_Vol.mm3,59.75,Stephan_collection
Ateles geoffroyi,Lateral_cerebellar_nuclei_Vol.mm3,114.79,Stephan_collection
Ateles geoffroyi,Lobus_piriformis_Vol.mm3,1625.0,Stephan_collection
Ateles geoffroyi,Medial_cerebellar_nuclei_Vol.mm3,34.63,Stephan_collection
Ateles geoffroyi,Medulla_oblongata_Vol.mm3,1833.835,Sherwood; Stephan_collection
Ateles geoffroyi,Mesencephalon_Vol.mm3,1482.0,Stephan_collection
Ateles geoffroyi,Neocortex_Vol.mm3,70856.0,Stephan_collection; Zilles
Ateles geoffroyi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,74.7,Stephan_collection
Ateles geoffroyi,Nucleus_habenularis_medialis_Vol.mm3,7.29,Stephan_collection
Ateles geoffroyi,Nucleus_septalis_triangularis_Vol.mm3,3.18,Stephan_collection
Ateles geoffroyi,Nucleus_subthalamicus_Vol.mm3,52.8,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_descendens_Vol.mm3,24.2,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,11.9,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_lateralis_Vol.mm3,12.8,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,6.81,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_medialis_Vol.mm3,46.6,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,23.8,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_superior_Vol.mm3,12.8,Stephan_collection
Ateles geoffroyi,Nucleus_vestibularis_superior_unilateral_Vol.mm3,7.2,Stephan_collection
Ateles geoffroyi,Palaeocortex_plus_amygdala_Vol.mm3,1625.0,Stephan_collection
Ateles geoffroyi,Pallidum_Vol.mm3,807.0,Stephan_collection
Ateles geoffroyi,Prepiriform_cortex_Vol.mm3,324.8,Stephan_collection
Ateles geoffroyi,Retrobulbar_cortex_Vol.mm3,9.5,Stephan_collection
Ateles geoffroyi,Schizo_cortex_Vol.mm3,732.0,Stephan_collection
Ateles geoffroyi,Septum_Vol.mm3,324.0,Stephan_collection
Ateles geoffroyi,Striatum_Vol.mm3,4950.0,Stephan_collection
Ateles geoffroyi,Subiculum_Vol.mm3,72.63,Stephan_collection
Ateles geoffroyi,Substantia_innominata_Vol.mm3,134.1,Stephan_collection
Ateles geoffroyi,Subthalamus_Vol.mm3,860.0,Stephan_collection
Ateles geoffroyi,Telencephalon_Vol.mm3,79946.0,Stephan_collection
Ateles geoffroyi,Thalamus_Vol.mm3,2930.0,Stephan_collection
Ateles geoffroyi,Total_brain_net_volume_Vol.mm3,102253.775,Stephan_collection; Zilles
Ateles geoffroyi,Tractus_olfactorius_lateralis_Vol.mm3,26.3,Stephan_collection
Ateles geoffroyi,Tractus_opticus_Vol.mm3,204.0,Stephan_collection
Ateles geoffroyi,Trigeminal_motor_nucleus_left_Vol.mm3,1.8,Sherwood
Ateles geoffroyi,Tuberculum_olfactorium_Vol.mm3,163.7,Stephan_collection
Ateles geoffroyi,Ventral_pons_Vol.mm3,813.3,Stephan_collection
Ateles geoffroyi,Ventricles_Vol.mm3,1389.0,Stephan_collection
Ateles sp.,Area_striata_grey_matter_Vol.mm3,3130.0,Bush
Ateles sp.,Cerebellum_grey_matter_Vol.mm3,5970.0,Bush
Ateles sp.,Cerebellum_white_matter_Vol.mm3,1680.0,Bush
Ateles sp.,Corpus_geniculatum_laterale_Vol.mm3,120.0,Bush
Ateles sp.,Neocortex_grey_matter_Vol.mm3,29915.0,Bush
Ateles sp.,Neocortex_white_matter_Vol.mm3,17825.0,Bush
Ateles sp.,Total_brain_net_volume_Vol.mm3,72410.0,Bush
Avahi laniger,AccessoryOlfactoryBulb_Vol.mm3,3.013,Stephan_collection
Avahi laniger,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.708,Stephan_collection
Avahi laniger,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.816,Stephan_collection
Avahi laniger,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.489,Stephan_collection
Avahi laniger,Amygdala_Vol.mm3,113.2,Stephan_collection
Avahi laniger,Area_striata_Vol.mm3,542.0,Stephan_collection
Avahi laniger,Area_striata_grey_matter_Vol.mm3,466.65,Stephan_collection; Zilles
Avahi laniger,Area_striata_white_matter_Vol.mm3,66.5,Stephan_collection
Avahi laniger,Body_Mass.g,1285.0,Stephan_collection
Avahi laniger,Brain_Mass.mg,10490.0,Stephan_collection
Avahi laniger,Bulbus_olfactorius_Vol.mm3,89.2,Stephan_collection
Avahi laniger,Bulbus_olfactorius_accessorius_Vol.mm3,3.01,Stephan_collection
Avahi laniger,CA1_Vol.mm3,178.89,Stephan_collection
Avahi laniger,CA2_Vol.mm3,15.29,Stephan_collection
Avahi laniger,CA3_Vol.mm3,112.49,Stephan_collection
Avahi laniger,Cerebellar_nuclei_total_Vol.mm3,37.89,Stephan_collection
Avahi laniger,Cerebellum_Vol.mm3,1489.0,Stephan_collection
Avahi laniger,Complexus_centromedialis_Vol.mm3,39.5,Stephan_collection
Avahi laniger,Complexus_corticobasolateralis_Vol.mm3,73.8,Stephan_collection
Avahi laniger,Complexus_sensorius_trigeminalis_Vol.mm3,26.3,Stephan_collection
Avahi laniger,Complexus_vestibularis_Vol.mm3,44.0,Stephan_collection
Avahi laniger,Corpus_geniculatum_laterale_Vol.mm3,28.15,Stephan_collection; Zilles
Avahi laniger,Corpus_pineal_Vol.mm3,0.7,Stephan_collection
Avahi laniger,Corpus_subcommissurale_Vol.mm3,0.14,Stephan_collection
Avahi laniger,Corpus_subfornicale_Vol.mm3,0.116,Stephan_collection
Avahi laniger,Diencephalon_Vol.mm3,862.0,Stephan_collection
Avahi laniger,Facial_motor_nucleus_left_Vol.mm3,1.07,Sherwood
Avahi laniger,Fascia_dentata_Vol.mm3,78.82,Stephan_collection
Avahi laniger,HP_HS_fibers_Vol.mm3,67.7,Stephan_collection
Avahi laniger,Hilus_Vol.mm3,24.93,Stephan_collection
Avahi laniger,Hippocampus_Vol.mm3,526.25,Stephan_collection
Avahi laniger,Hippocampus_retrocommissuralis_Vol.mm3,458.55,Stephan_collection
Avahi laniger,Hypoglossal_nucleus_left_Vol.mm3,0.74,Sherwood
Avahi laniger,Interpositus_cerebellar_nuclei_Vol.mm3,11.28,Stephan_collection
Avahi laniger,Lateral_cerebellar_nuclei_Vol.mm3,14.46,Stephan_collection
Avahi laniger,Lobus_piriformis_Vol.mm3,284.0,Stephan_collection
Avahi laniger,Medial_cerebellar_nuclei_Vol.mm3,12.15,Stephan_collection
Avahi laniger,Medulla_oblongata_Vol.mm3,553.175,Sherwood; Stephan_collection
Avahi laniger,Mesencephalon_Vol.mm3,343.0,Stephan_collection
Avahi laniger,Neocortex_Vol.mm3,4813.0,Stephan_collection; Zilles
Avahi laniger,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,5.4,Stephan_collection
Avahi laniger,Nucleus_habenularis_medialis_Vol.mm3,2.21,Stephan_collection
Avahi laniger,Nucleus_septalis_triangularis_Vol.mm3,1.29,Stephan_collection
Avahi laniger,Nucleus_tractus_olfactorius_Vol.mm3,1.1,Stephan_collection
Avahi laniger,Nucleus_vestibularis_descendens_Vol.mm3,10.7,Stephan_collection
Avahi laniger,Nucleus_vestibularis_lateralis_Vol.mm3,8.55,Stephan_collection
Avahi laniger,Nucleus_vestibularis_medialis_Vol.mm3,17.1,Stephan_collection
Avahi laniger,Nucleus_vestibularis_superior_Vol.mm3,7.65,Stephan_collection
Avahi laniger,Palaeocortex_plus_amygdala_Vol.mm3,236.0,Stephan_collection
Avahi laniger,Schizo_cortex_Vol.mm3,241.0,Stephan_collection
Avahi laniger,Septum_Vol.mm3,69.7,Stephan_collection
Avahi laniger,Striatum_Vol.mm3,524.0,Stephan_collection
Avahi laniger,Subiculum_Vol.mm3,48.13,Stephan_collection
Avahi laniger,Telencephalon_Vol.mm3,6550.0,Stephan_collection
Avahi laniger,Total_brain_net_volume_Vol.mm3,9697.9,Stephan_collection; Zilles
Avahi laniger,Trigeminal_motor_nucleus_left_Vol.mm3,0.88,Sherwood
Avahi laniger,Ventral_pons_Vol.mm3,60.9,Stephan_collection
Avahi laniger,Ventricles_Vol.mm3,172.0,Stephan_collection
Avahi laniger laniger,Bulbus_olfactorius_Vol.mm3,89.1,Stephan_collection
Avahi laniger laniger,Commissura_anterior_Vol.mm3,5.7,Stephan_collection
Avahi laniger laniger,Prepiriform_cortex_Vol.mm3,96.5,Stephan_collection
Avahi laniger laniger,Retrobulbar_cortex_Vol.mm3,14.4,Stephan_collection
Avahi laniger laniger,Substantia_innominata_Vol.mm3,16.8,Stephan_collection
Avahi laniger laniger,Tractus_olfactorius_lateralis_Vol.mm3,4.2,Stephan_collection
Avahi laniger laniger,Tuberculum_olfactorium_Vol.mm3,33.0,Stephan_collection
Avahi laniger occidentalis,Bulbus_olfactorius_Vol.mm3,70.0,Stephan_collection
Avahi laniger occidentalis,Commissura_anterior_Vol.mm3,6.2,Stephan_collection
Avahi laniger occidentalis,Prepiriform_cortex_Vol.mm3,85.4,Stephan_collection
Avahi laniger occidentalis,Retrobulbar_cortex_Vol.mm3,10.9,Stephan_collection
Avahi laniger occidentalis,Substantia_innominata_Vol.mm3,13.5,Stephan_collection
Avahi laniger occidentalis,Tractus_olfactorius_lateralis_Vol.mm3,3.2,Stephan_collection
Avahi laniger occidentalis,Tuberculum_olfactorium_Vol.mm3,26.8,Stephan_collection
Avahi occidentalis,AccessoryOlfactoryBulb_Vol.mm3,2.553,Stephan_collection
Avahi occidentalis,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.481,Stephan_collection
Avahi occidentalis,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.828,Stephan_collection
Avahi occidentalis,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.244,Stephan_collection
Avahi occidentalis,Agranular_insular_cortex_Vol.mm3,14.0,Zilles
Avahi occidentalis,Agranular_insular_cortex_left_Vol.mm3,7.0,Zilles
Avahi occidentalis,Amygdala_Vol.mm3,121.1,Stephan_collection
Avahi occidentalis,Area_striata_Vol.mm3,527.0,Stephan_collection
Avahi occidentalis,Area_striata_grey_matter_Vol.mm3,450.0,Stephan_collection
Avahi occidentalis,Area_striata_lamina_1_Vol.mm3,64.6,Stephan_collection
Avahi occidentalis,Area_striata_laminae_2_6_Vol.mm3,385.0,Stephan_collection
Avahi occidentalis,Area_striata_white_matter_Vol.mm3,77.2,Stephan_collection
Avahi occidentalis,Body_Mass.g,860.0,Stephan_collection; Zilles
Avahi occidentalis,Brain_Mass.mg,9670.0,Stephan_collection; Zilles
Avahi occidentalis,Bulbus_olfactorius_Vol.mm3,70.1,Stephan_collection
Avahi occidentalis,Bulbus_olfactorius_accessorius_Vol.mm3,2.55,Stephan_collection
Avahi occidentalis,CA1_Vol.mm3,175.41,Stephan_collection
Avahi occidentalis,CA2_Vol.mm3,9.13,Stephan_collection
Avahi occidentalis,CA3_Vol.mm3,90.39,Stephan_collection
Avahi occidentalis,Capsula_interna_Vol.mm3,105.0,Stephan_collection
Avahi occidentalis,Cerebellar_nuclei_total_Vol.mm3,29.66,Stephan_collection
Avahi occidentalis,Cerebellum_Vol.mm3,1383.0,Stephan_collection
Avahi occidentalis,Complexus_centromedialis_Vol.mm3,34.6,Stephan_collection
Avahi occidentalis,Complexus_corticobasolateralis_Vol.mm3,86.5,Stephan_collection
Avahi occidentalis,Complexus_sensorius_trigeminalis_Vol.mm3,25.9,Stephan_collection
Avahi occidentalis,Complexus_vestibularis_Vol.mm3,40.2,Stephan_collection
Avahi occidentalis,Complexus_vestibularis_unilateral_Vol.mm3,18.1,Stephan_collection
Avahi occidentalis,Corpus_geniculatum_laterale_Vol.mm3,29.3,Stephan_collection
Avahi occidentalis,Corpus_pineal_Vol.mm3,0.652,Stephan_collection
Avahi occidentalis,Corpus_subcommissurale_Vol.mm3,0.0942,Stephan_collection
Avahi occidentalis,Corpus_subfornicale_Vol.mm3,0.188,Stephan_collection
Avahi occidentalis,Diencephalon_Vol.mm3,861.0,Stephan_collection
Avahi occidentalis,Dysgranular_insular_cortex_Vol.mm3,36.0,Zilles
Avahi occidentalis,Dysgranular_insular_cortex_left_Vol.mm3,18.0,Zilles
Avahi occidentalis,Epithalamus_Vol.mm3,6.52,Stephan_collection
Avahi occidentalis,Facial_motor_nucleus_left_Vol.mm3,0.81,Sherwood
Avahi occidentalis,Fascia_dentata_Vol.mm3,72.03,Stephan_collection
Avahi occidentalis,Granular_insular_cortex_Vol.mm3,26.0,Zilles
Avahi occidentalis,Granular_insular_cortex_left_Vol.mm3,13.0,Zilles
Avahi occidentalis,HP_HS_fibers_Vol.mm3,56.15,Stephan_collection
Avahi occidentalis,Hilus_Vol.mm3,30.86,Stephan_collection
Avahi occidentalis,Hippocampus_Vol.mm3,475.58,Stephan_collection
Avahi occidentalis,Hippocampus_retrocommissuralis_Vol.mm3,419.43,Stephan_collection
Avahi occidentalis,Hypoglossal_nucleus_left_Vol.mm3,0.62,Sherwood
Avahi occidentalis,Hypothalamus_Vol.mm3,137.0,Stephan_collection
Avahi occidentalis,Insula_Vol.mm3,76.0,Zilles
Avahi occidentalis,Insula_left_Vol.mm3,38.0,Zilles
Avahi occidentalis,Interpositus_cerebellar_nuclei_Vol.mm3,10.18,Stephan_collection
Avahi occidentalis,Lateral_cerebellar_nuclei_Vol.mm3,11.3,Stephan_collection
Avahi occidentalis,Lobus_piriformis_Vol.mm3,265.0,Stephan_collection
Avahi occidentalis,Medial_cerebellar_nuclei_Vol.mm3,8.18,Stephan_collection
Avahi occidentalis,Medulla_oblongata_Vol.mm3,508.23,Sherwood; Stephan_collection
Avahi occidentalis,Mesencephalon_Vol.mm3,345.0,Stephan_collection
Avahi occidentalis,Neocortex_Vol.mm3,4443.0,Stephan_collection
Avahi occidentalis,Neocortex_grey_matter_Vol.mm3,3666.0,Stephan_collection
Avahi occidentalis,Neocortex_lamina_1_Vol.mm3,582.7,Stephan_collection
Avahi occidentalis,Neocortex_laminae_2_6_Vol.mm3,3083.0,Stephan_collection
Avahi occidentalis,Neocortex_white_matter_Vol.mm3,777.0,Stephan_collection
Avahi occidentalis,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,6.4,Stephan_collection
Avahi occidentalis,Nucleus_habenularis_medialis_Vol.mm3,2.04,Stephan_collection
Avahi occidentalis,Nucleus_septalis_triangularis_Vol.mm3,0.988,Stephan_collection
Avahi occidentalis,Nucleus_subthalamicus_Vol.mm3,5.94,Stephan_collection
Avahi occidentalis,Nucleus_tractus_olfactorius_Vol.mm3,0.27,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_descendens_Vol.mm3,10.8,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,4.81,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_lateralis_Vol.mm3,7.57,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,3.32,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_medialis_Vol.mm3,15.5,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,6.86,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_superior_Vol.mm3,6.37,Stephan_collection
Avahi occidentalis,Nucleus_vestibularis_superior_unilateral_Vol.mm3,3.1,Stephan_collection
Avahi occidentalis,Pallidum_Vol.mm3,74.5,Stephan_collection
Avahi occidentalis,Schizo_cortex_Vol.mm3,222.0,Stephan_collection
Avahi occidentalis,Septum_Vol.mm3,69.3,Stephan_collection
Avahi occidentalis,Striatum_Vol.mm3,478.0,Stephan_collection
Avahi occidentalis,Subiculum_Vol.mm3,41.61,Stephan_collection
Avahi occidentalis,Subthalamus_Vol.mm3,80.5,Stephan_collection
Avahi occidentalis,Telencephalon_Vol.mm3,6026.0,Stephan_collection
Avahi occidentalis,Thalamus_Vol.mm3,489.0,Stephan_collection
Avahi occidentalis,Total_brain_net_volume_Vol.mm3,9190.4,Stephan_collection; Zilles
Avahi occidentalis,Tractus_opticus_Vol.mm3,38.3,Stephan_collection
Avahi occidentalis,Trigeminal_motor_nucleus_left_Vol.mm3,0.82,Sherwood
Avahi occidentalis,Ventral_pons_Vol.mm3,60.3,Stephan_collection
Avahi occidentalis,Ventricles_Vol.mm3,73.7,Stephan_collection
Bassariscus astutus,CerebellarCortex_Vol.mm3,1467.0,Ashwell
Bassariscus astutus,CerebellarHemisphere_Vol.mm3,623.0,Ashwell
Bassariscus astutus,CerebellarVermis_Vol.mm3,770.0,Ashwell
Bassariscus astutus,Cerebellar_nuclei_total_Vol.mm3,83.6,Ashwell
Bassariscus astutus,Cerebellum_Vol.mm3,1843.0,Ashwell
Bassariscus astutus,Cerebellum_white_matter_Vol.mm3,292.0,Ashwell
Bassariscus astutus,FlocculonodularLobe_Vol.mm3,73.6,Ashwell
Bassariscus astutus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,59.8,Ashwell
Bassariscus astutus,Total_brain_net_volume_Vol.mm3,15090.0,Ashwell
Bettongia gaimardi,CerebellarCortex_Vol.mm3,947.0,Ashwell
Bettongia gaimardi,CerebellarHemisphere_Vol.mm3,445.0,Ashwell
Bettongia gaimardi,CerebellarVermis_Vol.mm3,444.0,Ashwell
Bettongia gaimardi,Cerebellar_nuclei_total_Vol.mm3,41.6,Ashwell
Bettongia gaimardi,Cerebellum_Vol.mm3,1203.0,Ashwell
Bettongia gaimardi,Cerebellum_white_matter_Vol.mm3,214.0,Ashwell
Bettongia gaimardi,FlocculonodularLobe_Vol.mm3,58.4,Ashwell
Bettongia gaimardi,Pontine_and_reticulotegmental_nuclei_Vol.mm3,36.6,Ashwell
Bettongia gaimardi,Total_brain_net_volume_Vol.mm3,10612.0,Ashwell
Blarina brevicauda,Amygdala_Vol.mm3,10.9,Stephan_collection
Blarina brevicauda,Bulbus_olfactorius_Vol.mm3,28.8,Stephan_collection
Blarina brevicauda,Commissura_anterior_Vol.mm3,1.5,Stephan_collection
Blarina brevicauda,Complexus_centromedialis_Vol.mm3,5.0,Stephan_collection
Blarina brevicauda,Complexus_corticobasolateralis_Vol.mm3,5.9,Stephan_collection
Blarina brevicauda,Complexus_sensorius_trigeminalis_Vol.mm3,8.09,Stephan_collection
Blarina brevicauda,Complexus_vestibularis_Vol.mm3,2.21,Stephan_collection
Blarina brevicauda,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,0.89,Stephan_collection
Blarina brevicauda,Nucleus_tractus_olfactorius_Vol.mm3,0.45,Stephan_collection
Blarina brevicauda,Nucleus_vestibularis_descendens_Vol.mm3,0.666,Stephan_collection
Blarina brevicauda,Nucleus_vestibularis_lateralis_Vol.mm3,0.223,Stephan_collection
Blarina brevicauda,Nucleus_vestibularis_medialis_Vol.mm3,0.994,Stephan_collection
Blarina brevicauda,Nucleus_vestibularis_superior_Vol.mm3,0.325,Stephan_collection
Blarina brevicauda,Prepiriform_cortex_Vol.mm3,23.4,Stephan_collection
Blarina brevicauda,Retrobulbar_cortex_Vol.mm3,6.9,Stephan_collection
Blarina brevicauda,Substantia_innominata_Vol.mm3,1.5,Stephan_collection
Blarina brevicauda,Tractus_olfactorius_lateralis_Vol.mm3,1.4,Stephan_collection
Blarina brevicauda,Tuberculum_olfactorium_Vol.mm3,9.6,Stephan_collection
Bos taurus indicus,CerebellarCortex_Vol.mm3,23462.0,Ashwell
Bos taurus indicus,CerebellarHemisphere_Vol.mm3,9304.0,Ashwell
Bos taurus indicus,CerebellarVermis_Vol.mm3,13830.0,Ashwell
Bos taurus indicus,Cerebellar_nuclei_total_Vol.mm3,1383.0,Ashwell
Bos taurus indicus,Cerebellum_Vol.mm3,31690.0,Ashwell
Bos taurus indicus,Cerebellum_white_matter_Vol.mm3,6845.0,Ashwell
Bos taurus indicus,FlocculonodularLobe_Vol.mm3,329.0,Ashwell
Bos taurus indicus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,556.0,Ashwell
Bos taurus indicus,Total_brain_net_volume_Vol.mm3,402223.0,Ashwell
Burramys parvus,CerebellarCortex_Vol.mm3,74.7,Ashwell
Burramys parvus,CerebellarHemisphere_Vol.mm3,33.0,Ashwell
Burramys parvus,CerebellarVermis_Vol.mm3,37.8,Ashwell
Burramys parvus,Cerebellar_nuclei_total_Vol.mm3,5.76,Ashwell
Burramys parvus,Cerebellum_Vol.mm3,94.8,Ashwell
Burramys parvus,Cerebellum_white_matter_Vol.mm3,14.4,Ashwell
Burramys parvus,FlocculonodularLobe_Vol.mm3,3.88,Ashwell
Burramys parvus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,3.93,Ashwell
Burramys parvus,Total_brain_net_volume_Vol.mm3,899.0,Ashwell
Callicebus moloch,AccessoryOlfactoryBulb_Vol.mm3,0.325,Stephan_collection
Callicebus moloch,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.019,Stephan_collection
Callicebus moloch,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.09,Stephan_collection
Callicebus moloch,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.216,Stephan_collection
Callicebus moloch,Amygdala_Vol.mm3,254.1,Stephan_collection
Callicebus moloch,Area_striata_Vol.mm3,1524.0,Stephan_collection
Callicebus moloch,Area_striata_grey_matter_Vol.mm3,1201.0,Stephan_collection; Zilles
Callicebus moloch,Area_striata_white_matter_Vol.mm3,324.0,Stephan_collection
Callicebus moloch,Body_Mass.g,900.0,Stephan_collection
Callicebus moloch,Brain_Mass.mg,19000.0,Stephan_collection
Callicebus moloch,Bulbus_olfactorius_Vol.mm3,19.2,Stephan_collection
Callicebus moloch,Bulbus_olfactorius_accessorius_Vol.mm3,0.325,Stephan_collection
Callicebus moloch,CA1_Vol.mm3,174.88,Stephan_collection
Callicebus moloch,CA2_Vol.mm3,22.9,Stephan_collection
Callicebus moloch,CA3_Vol.mm3,129.11,Stephan_collection
Callicebus moloch,CerebellarCortex_Vol.mm3,732.0,Ashwell
Callicebus moloch,CerebellarHemisphere_Vol.mm3,335.0,Ashwell
Callicebus moloch,CerebellarVermis_Vol.mm3,384.0,Ashwell
Callicebus moloch,Cerebellar_nuclei_total_Vol.mm3,49.405,Ashwell; Stephan_collection
Callicebus moloch,Cerebellum_Vol.mm3,1250.5,Ashwell; Stephan_collection
Callicebus moloch,Cerebellum_white_matter_Vol.mm3,110.0,Ashwell
Callicebus moloch,Commissura_anterior_Vol.mm3,28.6,Stephan_collection
Callicebus moloch,Complexus_centromedialis_Vol.mm3,74.6,Stephan_collection
Callicebus moloch,Complexus_corticobasolateralis_Vol.mm3,179.5,Stephan_collection
Callicebus moloch,Complexus_sensorius_trigeminalis_Vol.mm3,36.2,Stephan_collection
Callicebus moloch,Complexus_vestibularis_Vol.mm3,64.7,Stephan_collection
Callicebus moloch,Corpus_geniculatum_laterale_Vol.mm3,54.2,Stephan_collection; Zilles
Callicebus moloch,Corpus_pineal_Vol.mm3,2.9,Stephan_collection
Callicebus moloch,Corpus_subcommissurale_Vol.mm3,0.154,Stephan_collection
Callicebus moloch,Corpus_subfornicale_Vol.mm3,0.135,Stephan_collection
Callicebus moloch,Diencephalon_Vol.mm3,1375.0,Stephan_collection
Callicebus moloch,Facial_motor_nucleus_left_Vol.mm3,1.18,Sherwood
Callicebus moloch,Fascia_dentata_Vol.mm3,79.44,Stephan_collection
Callicebus moloch,FlocculonodularLobe_Vol.mm3,13.7,Ashwell
Callicebus moloch,HP_HS_fibers_Vol.mm3,101.92,Stephan_collection
Callicebus moloch,Hilus_Vol.mm3,37.33,Stephan_collection
Callicebus moloch,Hippocampus_Vol.mm3,588.29,Stephan_collection
Callicebus moloch,Hippocampus_retrocommissuralis_Vol.mm3,486.37,Stephan_collection
Callicebus moloch,Hypoglossal_nucleus_left_Vol.mm3,0.98,Sherwood
