record_id,Species,Species_printed,Compilation,Table,source_row,source_snapshot_row,Region,Region_raw,Subregion_raw,Measure,measure_class,Value_raw,Units_raw,Value,SD,n,Units,conscious,condition_group,include_in_primary_merge,source_granularity,arm_identity_status,arm_ambiguity_group_id,derivation_role,exclusion_reason,primary_reference_ids,primary_references,primary_reference_raw,source_reference_ids,source_references,source_reference_levels,source_reference_types,reference_resolution_status,ref_raw,ref_keys_str
1948,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,77,77,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,98.5,umol/100g/min,98.5,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,crane1989,"Crane and Porrino, 1989)","Crane and Porrino, 1989)",crane1989,"Crane and Porrino, 1989)",primary,journal_article,resolved,"Crane and Porrino, 1989)",crane1989
1949,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,78,78,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,77,umol/100g/min,77.0,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,crosby1982,"Crosby et al., 1982)","Crosby et al., 1982)",crosby1982,"Crosby et al., 1982)",primary,journal_article,resolved,"Crosby et al., 1982)",crosby1982
1950,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,79,79,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,80,umol/100g/min,80.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,crosby1984,"Crosby etal., 1984)","Crosby etal., 1984)",crosby1984,"Crosby etal., 1984)",primary,journal_article,resolved,"Crosby etal., 1984)",crosby1984
1951,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,80,80,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,98,umol/100g/min,98.0,,5.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,crosby1984,"Crosby etal., 1984)","Crosby etal., 1984)",crosby1984,"Crosby etal., 1984)",primary,journal_article,resolved,"Crosby etal., 1984)",crosby1984
1952,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,81,81,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,102,umol/100g/min,102.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,cudennec1997,"Cudennec et al., 1997)","Cudennec et al., 1997)",cudennec1997,"Cudennec et al., 1997)",primary,journal_article,resolved,"Cudennec et al., 1997)",cudennec1997
1953,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,82,82,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,73,umol/100g/min,73.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dam1990,"Dam etal., 1990)","Dam etal., 1990)",dam1990,"Dam etal., 1990)",primary,journal_article,resolved,"Dam etal., 1990)",dam1990
1954,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,83,83,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,97.8,umol/100g/min,97.8,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,davis1986,"Davis et al., 1986)","Davis et al., 1986)",davis1986,"Davis et al., 1986)",primary,journal_article,resolved,"Davis et al., 1986)",davis1986
1955,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,84,84,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,81.5,umol/100g/min,81.5,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,duelli2000,"Duelli et al., 2000)","Duelli et al., 2000)",duelli2000,"Duelli et al., 2000)",primary,journal_article,resolved,"Duelli et al., 2000)",duelli2000
1956,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,85,85,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,116.2,umol/100g/min,116.2,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,freedland2002,"Freedland et al., 2002)","Freedland et al., 2002)",freedland2002,"Freedland et al., 2002)",primary,journal_article,resolved,"Freedland et al., 2002)",freedland2002
1957,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,86,86,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,71,umol/100g/min,71.0,,12.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,frietsch2000,"Frietsch et al., 2000)","Frietsch et al., 2000)",frietsch2000,"Frietsch et al., 2000)",primary,journal_article,resolved,"Frietsch et al., 2000)",frietsch2000
1958,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,87,87,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,32,umol/100g/min,32.0,,12.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,frietsch2000,"Frietsch et al., 2000)","Frietsch et al., 2000)",frietsch2000,"Frietsch et al., 2000)",primary,journal_article,resolved,"Frietsch et al., 2000)",frietsch2000
1959,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,88,88,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,70,umol/100g/min,70.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,furlow1983,"Furlow etal., 1983)","Furlow etal., 1983)",furlow1983,"Furlow etal., 1983)",primary,journal_article,resolved,"Furlow etal., 1983)",furlow1983
1960,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,89,89,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,83,umol/100g/min,83.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,grome1983,"Grome and McCulloch, 1983)","Grome and McCulloch, 1983)",grome1983,"Grome and McCulloch, 1983)",primary,journal_article,resolved,"Grome and McCulloch, 1983)",grome1983
1961,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,90,90,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,95,umol/100g/min,95.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hakim1983,"Hakim etal., 1983)","Hakim etal., 1983)",hakim1983,"Hakim etal., 1983)",primary,journal_article,resolved,"Hakim etal., 1983)",hakim1983
1962,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,91,91,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,117,umol/100g/min,117.0,,19.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,hawkins1979,"Hawkins et al., 1979)","Hawkins et al., 1979)",hawkins1979,"Hawkins et al., 1979)",primary,journal_article,resolved,"Hawkins et al., 1979)",hawkins1979
1963,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,92,92,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,101,umol/100g/min,101.0,,9.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,flawkins1985,"Flawkins et al., 1985)","Flawkins et al., 1985)",flawkins1985,"Flawkins et al., 1985)",primary,journal_article,resolved,"Flawkins et al., 1985)",flawkins1985
1964,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,93,93,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,66,umol/100g/min,66.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,ingvar1982,"ingvar and Siesjo, 1982)","ingvar and Siesjo, 1982)",ingvar1982,"ingvar and Siesjo, 1982)",primary,journal_article,resolved,"ingvar and Siesjo, 1982)",ingvar1982
1965,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,94,94,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,82,umol/100g/min,82.0,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,ingvar1982,"Ingvar and Siesjo, 1982)","Ingvar and Siesjo, 1982)",ingvar1982,"Ingvar and Siesjo, 1982)",primary,journal_article,resolved,"Ingvar and Siesjo, 1982)",ingvar1982
1966,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,95,95,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,82,umol/100g/min,82.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,sadekaro1983,"Sadekaro et al., 1983)","Sadekaro et al., 1983)",sadekaro1983,"Sadekaro et al., 1983)",primary,journal_article,resolved,"Sadekaro et al., 1983)",sadekaro1983
1967,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,96,96,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,88.9,umol/100g/min,88.9,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,katsumata2001,"katsumata et al., 2001)","katsumata et al., 2001)",katsumata2001,"katsumata et al., 2001)",primary,journal_article,resolved,"katsumata et al., 2001)",katsumata2001
1968,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,97,97,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,93.9,umol/100g/min,93.9,,8.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,knapp2002,"Knapp et al., 2002)","Knapp et al., 2002)",knapp2002,"Knapp et al., 2002)",primary,journal_article,resolved,"Knapp et al., 2002)",knapp2002
1969,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,98,98,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,97,umol/100g/min,97.0,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,lu1983,"Lu et al., 1983)","Lu et al., 1983)",lu1983,"Lu et al., 1983)",primary,journal_article,resolved,"Lu et al., 1983)",lu1983
1970,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,99,99,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,77,umol/100g/min,77.0,,10.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,vlacneill1988,"VlacNeill and Bryan, 1988)","VlacNeill and Bryan, 1988)",vlacneill1988,"VlacNeill and Bryan, 1988)",primary,journal_article,resolved,"VlacNeill and Bryan, 1988)",vlacneill1988
1971,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,100,100,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,57.6,umol/100g/min,57.6,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,mies1981,"Mies et al., 1981)","Mies et al., 1981)",mies1981,"Mies et al., 1981)",primary,journal_article,resolved,"Mies et al., 1981)",mies1981
1972,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,101,101,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,82.3,umol/100g/min,82.3,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,moore2000,"Moore et al., 2000)","Moore et al., 2000)",moore2000,"Moore et al., 2000)",primary,journal_article,resolved,"Moore et al., 2000)",moore2000
1973,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,102,102,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,72.7,umol/100g/min,72.7,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,vloore2000,"Vloore et al., 2000)","Vloore et al., 2000)",vloore2000,"Vloore et al., 2000)",primary,journal_article,resolved,"Vloore et al., 2000)",vloore2000
1974,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,103,103,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,102.3,umol/100g/min,102.3,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehlig1985,"(Nehlig et al., 1985)","(Nehlig et al., 1985)",nehlig1985,"(Nehlig et al., 1985)",primary,journal_article,resolved,"(Nehlig et al., 1985)",nehlig1985
1975,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,104,104,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,72,umol/100g/min,72.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,q1986,"(Q rietal., 1986)","(Q rietal., 1986)",q1986,"(Q rietal., 1986)",primary,journal_article,resolved,"(Q rietal., 1986)",q1986
1976,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,105,105,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,93.7,umol/100g/min,93.7,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,orzi1983,"(Orzi et al., 1983)","(Orzi et al., 1983)",orzi1983,"(Orzi et al., 1983)",primary,journal_article,resolved,"(Orzi et al., 1983)",orzi1983
1977,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,106,106,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,71.9,umol/100g/min,71.9,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,otori2003,"(Otori et al., 2003)","(Otori et al., 2003)",otori2003,"(Otori et al., 2003)",primary,journal_article,resolved,"(Otori et al., 2003)",otori2003
1978,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,107,107,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,89,umol/100g/min,89.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,poindessous1998,"(Poindessous-Jazat et al., 1998)","(Poindessous-Jazat et al., 1998)",poindessous1998,"(Poindessous-Jazat et al., 1998)",primary,journal_article,resolved,"(Poindessous-Jazat et al., 1998)",poindessous1998
1979,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,108,108,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,90,umol/100g/min,90.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,poindessous1998,"(Poindessous-Jazat et al., 1998)","(Poindessous-Jazat et al., 1998)",poindessous1998,"(Poindessous-Jazat et al., 1998)",primary,journal_article,resolved,"(Poindessous-Jazat et al., 1998)",poindessous1998
1980,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,109,109,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,88,umol/100g/min,88.0,,7.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,savaki1983,"(Savaki et al., 1983)","(Savaki et al., 1983)",savaki1983,"(Savaki et al., 1983)",primary,journal_article,resolved,"(Savaki et al., 1983)",savaki1983
1981,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,110,110,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,100,umol/100g/min,100.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,schwartz1985,"(Schwartz and Crosby, 1985)","(Schwartz and Crosby, 1985)",schwartz1985,"(Schwartz and Crosby, 1985)",primary,journal_article,resolved,"(Schwartz and Crosby, 1985)",schwartz1985
1982,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,111,111,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,1977,umol/100g/min,1977.0,,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,anonNA,(,(,anonNA,(,primary,journal_article,unresolved,(,anonNA
1983,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,112,112,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,93.5,umol/100g/min,93.5,,16.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,soncrant1992,"(Soncrant et al., 1992)","(Soncrant et al., 1992)",soncrant1992,"(Soncrant et al., 1992)",primary,journal_article,resolved,"(Soncrant et al., 1992)",soncrant1992
1984,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,113,113,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,98,umol/100g/min,98.0,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,wechsler1979,"(Wechsler et al., 1979)","(Wechsler et al., 1979)",wechsler1979,"(Wechsler et al., 1979)",primary,journal_article,resolved,"(Wechsler et al., 1979)",wechsler1979
1985,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,114,114,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,79.5,umol/100g/min,79.5,,16.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,grome1981,"(Grome and McCulloch, 1981)","(Grome and McCulloch, 1981)",grome1981,"(Grome and McCulloch, 1981)",primary,journal_article,resolved,"(Grome and McCulloch, 1981)",grome1981
1986,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,115,115,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,126.1,umol/100g/min,126.1,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,whitlow2002,"(Whitlow et al., 2002)","(Whitlow et al., 2002)",whitlow2002,"(Whitlow et al., 2002)",primary,journal_article,resolved,"(Whitlow et al., 2002)",whitlow2002
1987,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,116,116,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,109.1,umol/100g/min,109.1,,5.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,walker1999,"(Walker etal., 1999)","(Walker etal., 1999)",walker1999,"(Walker etal., 1999)",primary,journal_article,resolved,"(Walker etal., 1999)",walker1999
1988,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,117,117,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,76,umol/100g/min,76.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,lenzetal1998,"(Lenzetal., 1998)","(Lenzetal., 1998)",lenzetal1998,"(Lenzetal., 1998)",primary,journal_article,resolved,"(Lenzetal., 1998)",lenzetal1998
1989,Rattus norvegicus,Rattus,Kaufman__2004,TableA3,118,118,Thalamus,Thalamus,,CMRgl,cerebral_metabolic_rate,78,umol/100g/min,78.0,,6.0,umol/100g/min,conscious,resting_conscious,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,maekawa1986,"(Maekawa et al., 1986)","(Maekawa et al., 1986)",maekawa1986,"(Maekawa et al., 1986)",primary,journal_article,resolved,"(Maekawa et al., 1986)",maekawa1986
1990,Rattus norvegicus,rat,Karbowski__2007,TableS3,2,2,Visual_cortex,Visual cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,0.86,umol/g/min,86.0,14.000000000000002,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,Waschke et al 1993,Waschke et al 1993,waschke1993,Waschke et al 1993,primary,journal_article,resolved,Waschke et al 1993,waschke1993
1991,Rattus norvegicus,rat,Karbowski__2007,TableS3,3,3,Visual_cortex,Visual cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,0.82,umol/g/min,82.0,12.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,dube2001,Dube et al 2001,Dube et al 2001,dube2001,Dube et al 2001,primary,journal_article,resolved,Dube et al 2001,dube2001
1992,Rattus norvegicus,rat,Karbowski__2007,TableS3,4,4,Visual_cortex,Visual cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,0.97,umol/g/min,97.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling1988,Nehling et al 1988,Nehling et al 1988,nehling1988,Nehling et al 1988,primary,journal_article,resolved,Nehling et al 1988,nehling1988
1993,Rattus norvegicus,rat,Karbowski__2007,TableS3,5,5,Visual_cortex,Visual cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,1,umol/g/min,100.0,10.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nehling2000,Nehling et al 2000,Nehling et al 2000,nehling2000,Nehling et al 2000,primary,journal_article,resolved,Nehling et al 2000,nehling2000
1994,Rattus norvegicus,rat,Karbowski__2007,TableS23,2,2,White_matter,White matter,Corpus callosum,CMRgl,cerebral_metabolic_rate,0.29,umol/g/min,28.999999999999996,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,waschke1993,Waschke et al 1993,Waschke et al 1993,waschke1993,Waschke et al 1993,primary,journal_article,resolved,Waschke et al 1993,waschke1993
