"registry_key","Citation (APA 7th-Annotated)","sequence","DOI if different from article or doi Alt","Item number","1st Author","other author(s)","year","Publication name","DOI (or Alt)","Item name","Item encoded","Public TSV match from AUTO_Public_TSV_FileList (generated by _tools/file_list.R; do not edit manually)","Item full original title","Source format","N.B.","Progress stage","Snapshot name if unchanged","Source URL link","Flags pre-addressed","Flags possible","Flags active (skips)","Topic","Taxon","Main Trait(s)","Other Trait(s)","Material type (e.g. histological, MRI)","Method","Measure type","Team","Collection","Data role (primary/secondary/both)","Source (if secondary)","recommendation"
"Stephan_etal_1991_Table64","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 64","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table64","10.1007%2F978-1-4613-9124-1_Table64","notfound","Table 64. Volumes of neocortical grey (NG), area striata grey (ASG), percentage of ASG relative to NG, and size indices of ASG related to the average of the four Tenrecinae (A vTn = 100)","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table65","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 65","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table65","10.1007%2F978-1-4613-9124-1_Table65","notfound","Table 65. Volumes of diencephalon components based on data given by Bauchot (1979b)","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table68","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 68","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table68","10.1007%2F978-1-4613-9124-1_Table68","notfound","Table 68. Volumes of thalamus components based on data given by Bauchot (1979b)","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table71","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 71","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table71","10.1007%2F978-1-4613-9124-1_Table71","notfound","Table 71. Area measurements of commissures and chiasma opticum in mm2","","","","","","","","","","","","","","","","","","","",""
"Stephan_etal_1991_Table8","Stephan, H., Baron, G., & Frahm, H. D. (1991). Insectivora (Vol. 1). Springer. https://doi.org/10.1007/978-1-4613-9124-1","","","Table 8","Stephan","etal","1991","Stephan_etal_1991","10.1007%2F978-1-4613-9124-1","Stephan_etal_1991_Table8","10.1007%2F978-1-4613-9124-1_Table8","notfound","Table 8. Volumes of net brain (NET), ventricles (VENT) and rests (REST) and their percentages relative to standard brain volumes (= 100%)","","","","","","","","","","","","","","","","","","","",""
"Stimpson_etal_2015_TableS1","Stimpson, C. D., Barger, N., Taglialatella, J. P., Gendron-Fitzpatrick, A., Hof, P. R., Hopkins, W. D., & Sherwood, C. C. (2015). Differential serotonergic innervation of the amygdala in bonobos and chimpanzees. Soc Cogn Affect Neurosci. https://doi.org/10.1093/scan/nsv128","","","Table_S1","Stimpson","etal","2015","Stimpson_etal_2015","10.1093%2Fscan%2Fnsv128","Stimpson_etal_2015_TableS1","10.1093%2Fscan%2Fnsv128_TableS1","10.1093%2Fscan%2Fnsv128_TableS1.tsv","Table_S1","table","","FINISHED","","","","","","","","","","histological sections","volumetry","volume","Sherwood","Sherwood","primary","",""
"Stimpson_etal_2015_TableS2","Stimpson, C. D., Barger, N., Taglialatella, J. P., Gendron-Fitzpatrick, A., Hof, P. R., Hopkins, W. D., & Sherwood, C. C. (2015). Differential serotonergic innervation of the amygdala in bonobos and chimpanzees. Soc Cogn Affect Neurosci. https://doi.org/10.1093/scan/nsv128","","","Table_S2","Stimpson","etal","2015","Stimpson_etal_2015","10.1093%2Fscan%2Fnsv128","Stimpson_etal_2015_TableS2","10.1093%2Fscan%2Fnsv128_TableS2","10.1093%2Fscan%2Fnsv128_TableS2.tsv","Table_S2","table","","FINISHED","","","","","","","","","","histological sections","volumetry","volume","Sherwood","Sherwood","primary","",""
"Todorov_etal_2019_rspb20191712si001","Todorov, O. S., Weisbecker, V., Gilissen, E., Zilles, K., & de Sousa, A. A. (2019). Primate hippocampus size and organization are predicted by sociality but not diet. Proc Biol Sci, 286(1914), 20191712. https://doi.org/10.1098/rspb.2019.1712","","","rspb20191712_si_001","Todorov","etal","2019","Todorov_etal_2019","10.1098%2Frspb.2019.1712","Todorov_etal_2019_rspb20191712si001","10.1098%2Frspb.2019.1712_rspb20191712si001","notfound","Datasets of hippocampal subsection and brain area dimorphism plus the phylogenetic tree used from Primate hippocampus size and organization are predicted by sociality but not diet.","","","","","","","","","","","","","","","","","","","",""
"Tschudin__1998_Table2.5","Tschudin, A. J.-P. C. (1998). Relative neocortex size and its correlates in dolphins: Comparisons with humans and implications for mental evolution (Doctoral dissertation, University of Natal).","","CorpusID:142614626","Table 2.5","Tschudin","","1998","Tschudin__1998","CorpusID%3A142614626","Tschudin__1998_Table2.5","CorpusID%3A142614626_Table2.5","notfound","Odontocete neuroanatomical volumes and ratios from MRI","table","","","","","Source paper and target table identified","Verify taxonomy, specimen metadata, units, and structure ontology before merge","","comparative brain volumes","Cetacea","Total brain; neocortex; posterior fossa; brainstem; cerebellum; neocortex ratio","","","Postmortem MRI with digitized coronal segmentation; fresh and frozen-defrosted specimens","volume (cm³); ratio","","","primary","","Compatible for broad regions, but MRI boundaries differ from classic Stephan histological definitions. Stephan-compatible brain structure volumes"
"Turner_etal_2016_Table1","Turner, E. C., Young, N. A., Reed, J. L., Collins, C. E., Flaherty, D. K., Gabi, M., & Kaas, J. H. (2016). Distributions of cells and neurons across the cortical sheet in old world macaques. Brain Behav Evol, 88(1), 1-13. https://doi.org/10.1159/000446762","","","Table 1","Turner","etal","2016","Turner_etal_2016","10.1159%2F000446762","Turner_etal_2016_Table1","10.1159%2F000446762_Table1","10.1159%2F000446762_Table1.tsv","Table 1. Summary of experimental cases","","","FINISHED","","","","","","","Mammals","Brain surface total area","","","","cortical surface area","","","primary","",""
"Upham_etal_2019_Completed100","Upham, N. S., Esselstyn, J. A., & Jetz, W. (2019). Inferring the mammal tree: Species-level sets of phylogenies for questions in ecology, evolution, and conservation. PLoS Biology, 17(12), e3000494. https://doi.org/10.1371/journal.pbio.3000494","","","Completed 100","Upham","etal","2019","Upham_etal_2019","10.1371%2Fjournal.pbio.3000494","Upham_etal_2019_Completed100","10.1371%2Fjournal.pbio.3000494_Completed100","notfound","MamPhy v1 completed-species trees (5,911 sp, topoCons, NDexp): random sample of 100 from the 10k pseudoposterior, via VertLife phylosubsets tree-pruner","tree","Second tree Item from the same publication. 100 complete trees (all mammals) of set MamPhy_BDvr_Completed_5911sp_topoCons_NDexp, downloaded 2026-08-24 from vertlife.org/phylosubsets (job tree-pruner-c6bf9145; config.yaml in folder records tree IDs + full request). Completed set = no-DNA species included via Upham's taxonomic imputation; topology-constrained, unlike the topoFree DNA-only MCC. Consumed by __merging_trees/ as a multiPhylo sample for PGLS sensitivity analyses, not as a species x trait table. Item name/encoded pending _tools/file_list.R run.","","","","","","","","","","","","","","","","","",""
"Upham_etal_2019_DNAonlyMCC","Upham, N. S., Esselstyn, J. A., & Jetz, W. (2019). Inferring the mammal tree: Species-level sets of phylogenies for questions in ecology, evolution, and conservation. PLoS Biology, 17(12), e3000494. https://doi.org/10.1371/journal.pbio.3000494","","","DNA only MCC","Upham","etal","2019","Upham_etal_2019","10.1371%2Fjournal.pbio.3000494","Upham_etal_2019_DNAonlyMCC","10.1371%2Fjournal.pbio.3000494_DNAonlyMCC","10.1371%2Fjournal.pbio.3000494_DNAonlyMCC.tsv","MamPhy v1 DNA-only maximum clade credibility tree","tree","","FINISHED","","","","","","","","","","","","","","","","",""
"VanEssen_Drury_1997_Table1","Van Essen, D. C., & Drury, H. A. (1997). Structural and functional analyses of human cerebral cortex using a surface-based atlas. J Neurosci, 17(18), 7079-7102. https://doi.org/10.1523/JNEUROSCI.17-18-07079.1997","","","Table 1","VanEssen","Drury","1997","VanEssen_Drury_1997","10.1523%2FJNEUROSCI.17-18-07079.1997","VanEssen_Drury_1997_Table1","10.1523%2FJNEUROSCI.17-18-07079.1997_Table1","10.1523%2FJNEUROSCI.17-18-07079.1997_Table1.tsv","Table 1. Surface area measurements of cortical lobes","","","","","","","","","","","","","","","","","","","",""
"Veilleux_Kirk_2014_SupplementalTable1","Veilleux, C. C., & Kirk, E. C. (2014). Visual acuity in mammals: Effects of eye size and ecology. Brain Behav Evol, 83(1), 43-53. https://doi.org/10.1159/000357830","","","Supplemental Table 1","Veilleux","Kirk","2014","Veilleux_Kirk_2014","10.1159%2F000357830","Veilleux_Kirk_2014_SupplementalTable1","10.1159%2F000357830_SupplementalTable1","10.1159%2F000357830_SupplementalTable1.tsv","Supplemental Table 1. Visual and Ecological Comparative Mammalian Dataset.","table","91 mammal species from 14 orders. Columns: eye length / axial diameter AD (mm), maximum visual acuity VA (cycles per degree), body mass BM (kg), measurement type MT (A = anatomical, B = behavioral), maximum running speed MRS (kph), activity pattern AP (D diurnal / C cathemeral / N nocturnal), and diet. Every value carries its own numbered source; a 122-item reference list is printed with the table. Acuity for 14 species is calculated by the authors ('this study') from published eye lengths and peak ganglion-cell or cone densities, so the item is part primary, part compilation.","","","https://doi.org/10.1159/000357830","Column abbreviations, units and category codes read from the supplement's own legend; species and order blocks read from the supplement PDF (2026-08-31). Main-paper Tables 1-2 checked and confirmed to be regression output only.","Mixed measurement provenance: behavioral and anatomical acuity must be carried through as a field (MT), never averaged. Body mass and maximum running speed are third-hand (Silva & Downing 1995, Garland 1983, Heard-Booth & Kirk 2012) and should not be registered as primary. Anatomical acuity is computed from eye length, so acuity and AD are not independent for those rows.","","","Mammals","maximum visual acuity; eye axial diameter; body mass; maximum running speed; activity pattern; diet","","","Behavioral acuity where available; otherwise anatomical acuity computed from eye length and peak retinal ganglion-cell or cone density following Pettigrew et al. (1988), with activity-pattern k values revised by the authors","visual acuity (cycles/degree); eye length (mm)","","","both","","Directly relevant to the ____Sensory_audiovisual intake: the identical supplement PDF is already inside the copied Bath archive (Part 1 Visual Acuity/References visual acuity/), and the Bath Sensory Data.xlsx acuity column carries a documented off-by-one defect for 24 species. This published table is the independent check for that column. No Team / Collection assigned — the sensory programme has no registry vocabulary yet (cf. deSousa_etal_2022_acuityblind.csv)."
"Weaver__2001_NotesforTableA-15","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","","UMI:3017523","Notes for Table A-15","Weaver","","2001","Weaver__2001","UMI%3A3017523","Weaver__2001_NotesforTableA-15","UMI%3A3017523_NotesforTableA-15","UMI%3A3017523_NotesforTableA-15.tsv","Notes for Table A-15","","","FINISHED","","","","","","","","","","","","","","","","",""
"Weaver__2001_TableA-11","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","","UMI:3017523","Table A-11","Weaver","","2001","Weaver__2001","UMI%3A3017523","Weaver__2001_TableA-11","UMI%3A3017523_TableA-11","UMI%3A3017523_TableA-11.tsv","Table A-11: PCF and CBLM Volume from MRI Scans (34 specimens).","","","FINISHED","","","","","","","","","","","","","","","","",""
"Weaver__2001_TableA-15","Weaver, A. G. H. (2001). The cerebellum and cognitive evolution in Pliocene and Pleistocene hominids (Publication No. 3017523) [Doctoral dissertation, The University of New Mexico]. ProQuest Dissertations & Theses Global.","","UMI:3017523","Table A-15","Weaver","","2001","Weaver__2001","UMI%3A3017523","Weaver__2001_TableA-15","UMI%3A3017523_TableA-15","UMI%3A3017523_TableA-15.tsv","Table A-15: Data for Raw and Derived Variables","","","FINISHED","","","","","","","","","","","","","","","","",""
"Weibel_etal_2004_Table1","Weibel, E. R., Bacigalupe, L. D., Schmitt, B., & Hoppeler, H. (2004). Allometric scaling of maximal metabolic rate in mammals: muscle aerobic capacity as determinant factor. Respir Physiol Neurobiol, 140(2), 115-132. https://doi.org/10.1016/j.resp.2004.01.006","","","Table 1","Weibel","etal","2004","Weibel_etal_2004","10.1016%2Fj.resp.2004.01.006","Weibel_etal_2004_Table1","10.1016%2Fj.resp.2004.01.006_Table1","10.1016%2Fj.resp.2004.01.006_Table1.tsv","Table 1 VO2 max and body mass for 34 mammalian species (see reference list in Appendix A for sources)","","","","","","","","","","","","","","","","","","","",""
"Weibel_etal_2004_TableA.1","Weibel, E. R., Bacigalupe, L. D., Schmitt, B., & Hoppeler, H. (2004). Allometric scaling of maximal metabolic rate in mammals: muscle aerobic capacity as determinant factor. Respir Physiol Neurobiol, 140(2), 115-132. https://doi.org/10.1016/j.resp.2004.01.006","","","Table A.1","Weibel","etal","2004","Weibel_etal_2004","10.1016%2Fj.resp.2004.01.006","Weibel_etal_2004_TableA.1","10.1016%2Fj.resp.2004.01.006_TableA.1","10.1016%2Fj.resp.2004.01.006_TableA.1.tsv","Table A.1 Estimates of VO2 max and body mass in mammalian species","","","","","","","","","","","","","","","","","","","",""
"Wilman_etal_2014_MamFuncDat","Wilman, H., Belmaker, J., Simpson, J., de la Rosa, C., Rivadeneira, M. M., & Jetz, W. (2014). EltonTraits 1.0: Species‐level foraging attributes of the world's birds and mammals. Ecology, 95(7), 2027-2027. https://doi.org/10.1890/13-1917.1","","","MamFuncDat","Wilman","etal","2014","Wilman_etal_2014","10.1890%2F13-1917.1","Wilman_etal_2014_MamFuncDat","10.1890%2F13-1917.1_MamFuncDat","10.1890%2F13-1917.1_MamFuncDat.tsv","","","","FINISHED","","","","","","","Mammals","diet & body mass (functional traits)","","","","ecological traits (diet, body mass)","","","secondary","",""
"Wimberly_etal_2021_MammalGait","Wimberly, A. N., Slater, G. J., & Granatosky, M. C. (2021). Evolutionary history of quadrupedal walking gaits shows mammalian release from locomotor constraint. Proc Biol Sci, 288(1957), 20210937. https://doi.org/10.1098/rspb.2021.0937","","","MammalGait","Wimberly","etal","2021","Wimberly_etal_2021","10.1098%2Frspb.2021.0937","Wimberly_etal_2021_MammalGait","10.1098%2Frspb.2021.0937_MammalGait","10.1098%2Frspb.2021.0937_MammalGait.tsv","","","","FINISHED","","","","","","","","","","","","","","","","",""
"Winkler_Bryant_2021_Figure1","Winkler, S. L., & Bryant, G. A. (2021). Play vocalisations and human laughter: a comparative review. Bioacoustics, 1-28. https://doi.org/10.1080/09524622.2021.1905065","","","Figure 1","Winkler","Bryant","2021","Winkler_Bryant_2021","10.1080%2F09524622.2021.1905065","Winkler_Bryant_2021_Figure1","10.1080%2F09524622.2021.1905065_Figure1","10.1080%2F09524622.2021.1905065_Figure1.tsv","Figure 1. Cladogram of species reported to produce play vocalisations","figure","","FINISHED","","","","","","","","","","","","","","","","",""
"Winkler_Bryant_2021_Figure1 #2","Winkler, S. L., & Bryant, G. A. (2021). Play vocalisations and human laughter: a comparative review. Bioacoustics, 1-28. https://doi.org/10.1080/09524622.2021.1905065","","","Figure 1","Winkler","Bryant","2021","Winkler_Bryant_2021","10.1080%2F09524622.2021.1905065","Winkler_Bryant_2021_Figure1","10.1080%2F09524622.2021.1905065_Figure1","10.1080%2F09524622.2021.1905065_Figure1.tsv","Figure 1. Cladogram of species reported to produce play vocalisations","figure","","FINISHED","","","","","","","","","","","","","","","","",""
