"species_sci"	"Binomial"	"order"	"family"	"genus"	"species"	"Sample_size.brain"	"Sample_size.body"	"Sex"	"Mean_brain_mass_g"	"Mean_body_mass_g"	"BrainReference1"	"BrainReference2"	"Brain.resid"	"T_resid"
"Rhinolophus stheno"	"Rhinolophus_stheno"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"stheno"	NA	NA	NA	"0.285"	"8.5"	"Jones&MacLarnon2004"	NA	"0.017750477"	"0.07467574"
"Micronycteris minuta"	"Micronycteris_minuta"	"Chiroptera"	"Phyllostomidae"	"Micronycteris"	"minuta"	NA	NA	NA	"0.286"	"6.9"	"Jones&MacLarnon2004"	NA	"0.087199651"	"0.149569758"
"Ametrida centurio"	"Ametrida_centurio"	"Chiroptera"	"Phyllostomidae"	"Ametrida"	"centurio"	">1"	">1"	NA	"0.29"	"10.5"	"Jones&MacLarnon2004"	NA	"-0.043524799"	"0.007883447"
"Cynomops greenhalli"	"Cynomops_greenhalli"	"Chiroptera"	"Molossidae"	"Cynomops"	"greenhalli"	">1"	">1"	NA	"0.3"	"17.5"	"Jones&MacLarnon2004"	NA	"-0.195189635"	"-0.15711841"
"Rhinolophus acuminatus"	"Rhinolophus_acuminatus"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"acuminatus"	NA	NA	NA	"0.302"	"12.1"	"Jones&MacLarnon2004"	NA	"-0.072113332"	"-0.024408096"
"Micronycteris schmidtorum"	"Micronycteris_schmidtorum"	"Chiroptera"	"Phyllostomidae"	"Micronycteris"	"schmidtorum"	NA	NA	NA	"0.308"	"7.8"	"Jones&MacLarnon2004"	NA	"0.079449833"	"0.138618946"
"Rhinolophus mehelyi"	"Rhinolophus_mehelyi"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"mehelyi"	NA	NA	NA	"0.31"	"9.7"	"Jones&MacLarnon2004"	NA	"0.011252308"	"0.064729657"
"Kerivoula papillosa"	"Kerivoula_papillosa"	"Chiroptera"	"Vespertilionidae"	"Kerivoula"	"papillosa"	NA	NA	NA	"0.31"	"10.1"	"Jones&MacLarnon2004"	NA	"-0.001910042"	"0.050512263"
"Myotis dasycneme"	"Myotis_dasycneme"	"Chiroptera"	"Vespertilionidae"	"Myotis"	"dasycneme"	"1"	"1"	NA	"0.31"	"15"	"Jones&MacLarnon2004"	NA	"-0.130738641"	"-0.088642734"
"Macrophyllum macrophyllum"	"Macrophyllum_macrophyllum"	"Chiroptera"	"Phyllostomidae"	"Macrophyllum"	"macrophyllum"	NA	NA	NA	"0.321"	"8.6"	"Jones&MacLarnon2004"	NA	"0.06560097"	"0.122220864"
"Miniopterus magnater"	"Miniopterus_magnater"	"Chiroptera"	"Vespertilionidae"	"Miniopterus"	"magnater"	NA	NA	NA	"0.324"	"15"	"Jones&MacLarnon2004"	NA	"-0.111555325"	"-0.069459418"
"Miniopterus inflatus"	"Miniopterus_inflatus"	"Chiroptera"	"Vespertilionidae"	"Miniopterus"	"inflatus"	NA	NA	NA	"0.3265"	"15.05"	"Jones&MacLarnon2004"	NA	"-0.10930109"	"-0.067292068"
"Rhinolophus pearsonii"	"Rhinolophus_pearsonii"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"pearsonii"	NA	NA	NA	"0.332"	"13.9"	"Jones&MacLarnon2004"	NA	"-0.076154679"	"-0.032070294"
"Miniopterus tristis"	"Miniopterus_tristis"	"Chiroptera"	"Vespertilionidae"	"Miniopterus"	"tristis"	NA	NA	NA	"0.333"	"15.6"	"Jones&MacLarnon2004"	NA	"-0.112431224"	"-0.071359321"
"Choeroniscus godmani"	"Choeroniscus_godmani"	"Chiroptera"	"Phyllostomidae"	"Choeroniscus"	"godmani"	">1"	">1"	NA	"0.34"	"6.1"	"Jones&MacLarnon2004"	NA	"0.202452346"	"0.268039904"
"Scotophilus kuhlii"	"Scotophilus_kuhlii"	"Chiroptera"	"Vespertilionidae"	"Scotophilus"	"kuhlii"	NA	NA	NA	"0.34233"	"19.6"	"Jones&MacLarnon2004"	NA	"-0.174779786"	"-0.139667432"
"Pteronotus gymnonotus"	"Pteronotus_gymnonotus"	"Chiroptera"	"Mormoopidae"	"Pteronotus"	"gymnonotus"	NA	NA	NA	"0.343"	"13.6"	"Jones&MacLarnon2004"	NA	"-0.054891659"	"-0.010237605"
"Lonchophylla thomasi"	"Lonchophylla_thomasi"	"Chiroptera"	"Phyllostomidae"	"Lonchophylla"	"thomasi"	NA	NA	NA	"0.3435"	"7.2"	"Jones&MacLarnon2004"	NA	"0.152897677"	"0.214156606"
"Mesophylla macconnelli"	"Mesophylla_macconnelli"	"Chiroptera"	"Phyllostomidae"	"Mesophylla"	"macconnelli"	NA	NA	NA	"0.3445"	"7.55"	"Jones&MacLarnon2004"	NA	"0.138699179"	"0.198718815"
"Rhinolophus affinis"	"Rhinolophus_affinis"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"affinis"	NA	NA	NA	"0.3475"	"13.5"	"Jones&MacLarnon2004"	NA	"-0.046827093"	"-0.001980354"
"Rhinolophus trifoliatus"	"Rhinolophus_trifoliatus"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"trifoliatus"	NA	NA	NA	"0.351"	"14.8"	"Jones&MacLarnon2004"	NA	"-0.072421021"	"-0.029974656"
"Lionycteris spurrelli"	"Lionycteris_spurrelli"	"Chiroptera"	"Phyllostomidae"	"Lionycteris"	"spurrelli"	NA	NA	NA	"0.352"	"7.55"	"Jones&MacLarnon2004"	NA	"0.148052616"	"0.208072252"
"Rhinophylla pumilio"	"Rhinophylla_pumilio"	"Chiroptera"	"Phyllostomidae"	"Rhinophylla"	"pumilio"	NA	NA	NA	"0.356"	"8.9"	"Jones&MacLarnon2004"	NA	"0.099377166"	"0.155101815"
"Chaerephon jobensis"	"Chaerephon_jobensis"	"Chiroptera"	"Molossidae"	"Chaerephon"	"jobensis"	">1"	">1"	NA	"0.36"	"16.5"	"Jones&MacLarnon2004"	NA	"-0.096842634"	"-0.057235157"
"Hipposideros calcaratus"	"Hipposideros_calcaratus"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"calcaratus"	NA	NA	NA	"0.369"	"11.35"	"Jones&MacLarnon2004"	NA	"0.035748415"	"0.08512429"
"Lonchorhina aurita"	"Lonchorhina_aurita"	"Chiroptera"	"Phyllostomidae"	"Lonchorhina"	"aurita"	NA	NA	NA	"0.377"	"18"	"Jones&MacLarnon2004"	NA	"-0.105145466"	"-0.067809748"
"Scotomanes ornatus"	"Scotomanes_ornatus"	"Chiroptera"	"Vespertilionidae"	"Scotomanes"	"ornatus"	NA	NA	NA	"0.384"	"21.8"	"Jones&MacLarnon2004"	NA	"-0.159544157"	"-0.127209263"
"Chaerephon plicatus"	"Chaerephon_plicatus"	"Chiroptera"	"Molossidae"	"Chaerephon"	"plicatus"	">1"	">1"	NA	"0.385"	"20.5"	"Jones&MacLarnon2004"	NA	"-0.138387493"	"-0.1044473"
"Choeroniscus minor"	"Choeroniscus_minor"	"Chiroptera"	"Phyllostomidae"	"Choeroniscus"	"minor"	">1"	">1"	NA	"0.389"	"9.6"	"Jones&MacLarnon2004"	NA	"0.113215623"	"0.021872845"
"Nycteris macrotis"	"Nycteris_macrotis"	"Chiroptera"	"Nycteridae"	"Nycteris"	"macrotis"	NA	NA	NA	"0.389"	"14.5"	"Jones&MacLarnon2004"	NA	"-0.02110819"	"0.16696353"
"Macrotus californicus"	"Macrotus_californicus"	"Chiroptera"	"Phyllostomidae"	"Macrotus"	"californicus"	NA	NA	NA	"0.39"	"13"	"Stankowich2016"	NA	"0.015575631"	"-0.192995166"
"Mops leucostigma"	"Mops_leucostigma"	"Chiroptera"	"Molossidae"	"Mops"	"leucostigma"	"6"	"6"	NA	"0.39"	"26.79"	"Patzke.etal.2015/Pantheria"	"Baron, et al 1996"	"-0.219948557"	"0.061407722"
"Tadarida aegyptiaca"	"Tadarida_aegyptiaca"	"Chiroptera"	"Molossidae"	"Tadarida"	"aegyptiaca"	NA	NA	NA	"0.393"	"17.7"	"Jones&MacLarnon2004"	NA	"-0.081619786"	"-0.043845255"
"Vampyressa pusilla"	"Vampyressa_pusilla"	"Chiroptera"	"Phyllostomidae"	"Vampyressa"	"pusilla"	NA	NA	NA	"0.394"	"8.55"	"Jones&MacLarnon2004"	NA	"0.156491429"	"0.213263561"
"Rhinopoma microphyllum"	"Rhinopoma_microphyllum"	"Chiroptera"	"Rhinopomatidae"	"Rhinopoma"	"microphyllum"	NA	NA	NA	"0.4035"	"27.1"	"Jones&MacLarnon2004"	NA	"-0.208917092"	"-0.182264084"
"Rhinolophus eloquens"	"Rhinolophus_eloquens"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"eloquens"	NA	NA	NA	"0.4045"	"19.05"	"Jones&MacLarnon2004"	NA	"-0.093035316"	"-0.057179843"
"Monophyllus plethodon"	"Monophyllus_plethodon"	"Chiroptera"	"Phyllostomidae"	"Monophyllus"	"plethodon"	NA	NA	NA	"0.4125"	"14.9"	"Jones&MacLarnon2004"	NA	"-0.004497619"	"0.037772929"
"Hipposideros larvatus"	"Hipposideros_larvatus"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"larvatus"	NA	NA	NA	"0.4165"	"19.85"	"Jones&MacLarnon2004"	NA	"-0.093738108"	"-0.058956668"
"Cynomops abrasus"	"Cynomops_abrasus"	"Chiroptera"	"Molossidae"	"Cynomops"	"abrasus"	">1"	">1"	NA	"0.418"	"33.3"	"Jones&MacLarnon2004"	NA	"-0.260691174"	"-0.239417187"
"Mops condylurus"	"Mops_condylurus"	"Chiroptera"	"Molossidae"	"Mops"	"condylurus"	NA	NA	NA	"0.42225"	"26.65"	"Jones&MacLarnon2004"	NA	"-0.183736865"	"-0.156646676"
"Anoura caudifer"	"Anoura_caudifer"	"Chiroptera"	"Phyllostomidae"	"Anoura"	"caudifer"	">1"	">1"	NA	"0.4225"	"10.5"	"Jones&MacLarnon2004"	NA	"0.119903917"	"0.171312163"
"Lonchophylla mordax"	"Lonchophylla_mordax"	"Chiroptera"	"Phyllostomidae"	"Lonchophylla"	"mordax"	NA	NA	NA	"0.432"	"10.7"	"Jones&MacLarnon2004"	NA	"0.123415035"	"-0.074439117"
"Mops niveiventer"	"Mops_niveiventer"	"Chiroptera"	"Molossidae"	"Mops"	"niveiventer"	NA	NA	NA	"0.432"	"21.7"	"Jones&MacLarnon2004"	NA	"-0.106894051"	"0.174330648"
"Glossophaga longirostris"	"Glossophaga_longirostris"	"Chiroptera"	"Phyllostomidae"	"Glossophaga"	"longirostris"	NA	NA	NA	"0.435"	"11.2"	"Jones&MacLarnon2004"	NA	"0.111544724"	"0.16126795"
"Scotophilus dinganii"	"Scotophilus_dinganii"	"Chiroptera"	"Vespertilionidae"	"Scotophilus"	"dinganii"	NA	NA	NA	"0.4385"	"24.3"	"Jones&MacLarnon2004"	NA	"-0.137268444"	"-0.107768083"
"Rhinolophus yunanensis"	"Rhinolophus_yunanensis"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"yunanensis"	NA	NA	NA	"0.439"	"23.5"	"Jones&MacLarnon2004"	NA	"-0.125869612"	"-0.095495237"
"Harpiocephalus harpia"	"Harpiocephalus_harpia"	"Chiroptera"	"Vespertilionidae"	"Harpiocephalus"	"harpia"	NA	NA	NA	"0.442"	"13.5"	"Jones&MacLarnon2004"	NA	"0.057640368"	"0.102487107"
"Artibeus phaeotis"	"Artibeus_phaeotis"	"Chiroptera"	"Phyllostomidae"	"Artibeus"	"phaeotis"	">1"	">1"	NA	"0.448"	"11.8"	"Jones&MacLarnon2004"	NA	"0.107335337"	"0.155696057"
"Carollia castanea"	"Carollia_castanea"	"Chiroptera"	"Phyllostomidae"	"Carollia"	"castanea"	">1"	">1"	NA	"0.4485"	"12.55"	"Jones&MacLarnon2004"	NA	"0.087748296"	"0.134500166"
"Artibeus cinereus"	"Artibeus_cinereus"	"Chiroptera"	"Phyllostomidae"	"Artibeus"	"cinereus"	">1"	">1"	NA	"0.4685"	"12.4"	"Jones&MacLarnon2004"	NA	"0.110612011"	"0.157677817"
"Taphozous longimanus"	"Taphozous_longimanus"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"longimanus"	NA	NA	NA	"0.47"	"23.2"	"Jones&MacLarnon2004"	NA	"-0.092051328"	"-0.061341504"
"Mops mops"	"Mops_mops"	"Chiroptera"	"Molossidae"	"Mops"	"mops"	NA	NA	NA	"0.4725"	"30.95"	"Jones&MacLarnon2004"	NA	"-0.183627738"	"-0.160442998"
"Nycteris javanica"	"Nycteris_javanica"	"Chiroptera"	"Nycteridae"	"Nycteris"	"javanica"	NA	NA	NA	"0.475"	"17.7"	"Jones&MacLarnon2004"	NA	"0.000681273"	"0.038455804"
"Artibeus glaucus"	"Artibeus_glaucus"	"Chiroptera"	"Phyllostomidae"	"Artibeus"	"glaucus"	">1"	">1"	NA	"0.476"	"12.2"	"Jones&MacLarnon2004"	NA	"0.122805808"	"-0.16343523"
"Nycteris tragata"	"Nycteris_tragata"	"Chiroptera"	"Nycteridae"	"Nycteris"	"tragata"	NA	NA	NA	"0.476"	"14.4"	"Jones&MacLarnon2004"	NA	"0.068803315"	"0.170296156"
"Scotophilus heathii"	"Scotophilus_heathii"	"Chiroptera"	"Vespertilionidae"	"Scotophilus"	"heathii"	NA	NA	NA	"0.476"	"31.5"	"Jones&MacLarnon2004"	NA	"-0.186160076"	"0.111965033"
"Taphozous australis"	"Taphozous_australis"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"australis"	NA	NA	NA	"0.5035"	"22.9"	"Jones&MacLarnon2004"	NA	"-0.057910295"	"-0.026860656"
"Balionycteris maculata"	"Balionycteris_maculata"	"Chiroptera"	"Pteropodidae"	"Balionycteris"	"maculata"	">1"	">1"	NA	"0.51067"	"14.33"	"Jones&MacLarnon2004"	NA	"0.100923949"	"0.144212894"
"Pteronotus parnellii"	"Pteronotus_parnellii"	"Chiroptera"	"Mormoopidae"	"Pteronotus"	"parnellii"	NA	NA	NA	"0.5315"	"19.1"	"Jones&MacLarnon2004"	NA	"0.024695629"	"0.060482664"
"Taphozous melanopogon"	"Taphozous_melanopogon"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"melanopogon"	NA	NA	NA	"0.536"	"22.7"	"Jones&MacLarnon2004"	NA	"-0.027887735"	"0.00339093"
"Chiroderma trinitatum"	"Chiroderma_trinitatum"	"Chiroptera"	"Phyllostomidae"	"Chiroderma"	"trinitatum"	">1"	">1"	NA	"0.537"	"13.7"	"Jones&MacLarnon2004"	NA	"0.137402241"	"0.094730818"
"Sphaeronycteris toxophyllum"	"Sphaeronycteris_toxophyllum"	"Chiroptera"	"Phyllostomidae"	"Sphaeronycteris"	"toxophyllum"	NA	NA	NA	"0.537"	"17.55"	"Jones&MacLarnon2004"	NA	"0.056734084"	"0.181865021"
"Hipposideros maggietaylorae"	"Hipposideros_maggietaylorae"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"maggietaylorae"	NA	NA	NA	"0.5425"	"20.5"	"Jones&MacLarnon2004"	NA	"0.01055152"	"-0.058222751"
"Taphozous hildegardeae"	"Taphozous_hildegardeae"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"hildegardeae"	NA	NA	NA	"0.5425"	"27.45"	"Jones&MacLarnon2004"	NA	"-0.084540721"	"0.044491713"
"Artibeus toltecus"	"Artibeus_toltecus"	"Chiroptera"	"Phyllostomidae"	"Artibeus"	"toltecus"	">1"	">1"	NA	"0.544"	"16.45"	"Jones&MacLarnon2004"	NA	"0.083442306"	"0.12312902"
"Taphozous mauritianus"	"Taphozous_mauritianus"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"mauritianus"	NA	NA	NA	"0.5505"	"29"	"Jones&MacLarnon2004"	NA	"-0.096075041"	"-0.071191217"
"Noctilio albiventris"	"Noctilio_albiventris"	"Chiroptera"	"Noctilionidae"	"Noctilio"	"albiventris"	NA	NA	NA	"0.5735"	"35.6"	"Jones&MacLarnon2004"	NA	"-0.145088557"	"-0.125558328"
"Platyrrhinus brachycephalus"	"Platyrrhinus_brachycephalus"	"Chiroptera"	"Phyllostomidae"	"Platyrrhinus"	"brachycephalus"	NA	NA	NA	"0.583"	"12.9"	"Jones&MacLarnon2004"	NA	"0.192694833"	"0.238728538"
"Anoura geoffroyi"	"Anoura_geoffroyi"	"Chiroptera"	"Phyllostomidae"	"Anoura"	"geoffroyi"	">1"	">1"	NA	"0.583"	"15"	"Jones&MacLarnon2004"	NA	"0.14356822"	"0.185664126"
"Hipposideros lekaguli"	"Hipposideros_lekaguli"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"lekaguli"	NA	NA	NA	"0.584"	"30.3"	"Jones&MacLarnon2004"	NA	"-0.084703122"	"-0.060964216"
"Leptonycteris nivalis"	"Leptonycteris_nivalis"	"Chiroptera"	"Phyllostomidae"	"Leptonycteris"	"nivalis"	NA	NA	NA	"0.5855"	"22.9"	"Jones&MacLarnon2004"	NA	"0.007617129"	"0.038666769"
"Rhinolophus luctus"	"Rhinolophus_luctus"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"luctus"	NA	NA	NA	"0.5905"	"33.9"	"Jones&MacLarnon2004"	NA	"-0.116464206"	"-0.095656459"
"Syconycteris australis"	"Syconycteris_australis"	"Chiroptera"	"Pteropodidae"	"Syconycteris"	"australis"	NA	NA	NA	"0.592"	"15.84"	"Jones&MacLarnon2004"	NA	"0.13247327"	"0.173146558"
"Hipposideros turpis"	"Hipposideros_turpis"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"turpis"	NA	NA	NA	"0.599"	"34.8"	"Jones&MacLarnon2004"	NA	"-0.118792023"	"-0.098668388"
"Macroglossus minimus"	"Macroglossus_minimus"	"Chiroptera"	"Pteropodidae"	"Macroglossus"	"minimus"	NA	NA	NA	"0.607"	"17.03"	"Jones&MacLarnon2004"	NA	"0.119745434"	"0.158527453"
"Ardops nichollsi"	"Ardops_nichollsi"	"Chiroptera"	"Phyllostomidae"	"Ardops"	"nichollsi"	">1"	">1"	NA	"0.61"	"15"	"Jones&MacLarnon2004"	NA	"0.1632295"	"0.205325407"
"Chironax melanocephalus"	"Chironax_melanocephalus"	"Chiroptera"	"Pteropodidae"	"Chironax"	"melanocephalus"	">1"	">1"	NA	"0.612"	"17.63"	"Jones&MacLarnon2004"	NA	"0.112029813"	"-0.079085551"
"Eumops auripendulus"	"Eumops_auripendulus"	"Chiroptera"	"Molossidae"	"Eumops"	"auripendulus"	NA	NA	NA	"0.612"	"33.8"	"Jones&MacLarnon2004"	NA	"-0.099970428"	"0.149907804"
"Rhinolophus hildebrandtii"	"Rhinolophus_hildebrandtii"	"Chiroptera"	"Rhinolophidae"	"Rhinolophus"	"hildebrandtii"	NA	NA	NA	"0.63"	"29.1"	"Jones&MacLarnon2004"	NA	"-0.038613069"	"-0.01381912"
"Artibeus concolor"	"Artibeus_concolor"	"Chiroptera"	"Phyllostomidae"	"Artibeus"	"concolor"	">1"	">1"	NA	"0.633"	"19.4"	"Jones&MacLarnon2004"	NA	"0.095519751"	"0.130899889"
"Lavia frons"	"Lavia_frons"	"Chiroptera"	"Megadermatidae"	"Lavia"	"frons"	NA	NA	NA	"0.644"	"23.5"	"Jones&MacLarnon2004"	NA	"0.040551735"	"0.07092611"
"Eumops glaucinus"	"Eumops_glaucinus"	"Chiroptera"	"Molossidae"	"Eumops"	"glaucinus"	NA	NA	NA	"0.6565"	"36.85"	"Jones&MacLarnon2004"	NA	"-0.097627973"	"-0.078998757"
"Megaderma spasma"	"Megaderma_spasma"	"Chiroptera"	"Megadermatidae"	"Megaderma"	"spasma"	NA	NA	NA	"0.667"	"23.8"	"Jones&MacLarnon2004"	NA	"0.051659842"	"0.081703024"
"Saccolaimus saccolaimus"	"Saccolaimus_saccolaimus"	"Chiroptera"	"Emballonuridae"	"Saccolaimus"	"saccolaimus"	NA	NA	NA	"0.6705"	"43"	"Jones&MacLarnon2004"	NA	"-0.138737606"	"-0.124138132"
"Cardioderma cor"	"Cardioderma_cor"	"Chiroptera"	"Megadermatidae"	"Cardioderma"	"cor"	">1"	">1"	NA	"0.6725"	"25.5"	"Jones&MacLarnon2004"	NA	"-0.160404775"	"-0.115941996"
"Sturnira ludovici"	"Sturnira_ludovici"	"Chiroptera"	"Phyllostomidae"	"Sturnira"	"ludovici"	NA	NA	NA	"0.676"	"25.9"	"Jones&MacLarnon2004"	NA	"0.029938346"	"0.057773839"
"Megaloglossus woermanni"	"Megaloglossus_woermanni"	"Chiroptera"	"Pteropodidae"	"Megaloglossus"	"woermanni"	NA	NA	NA	"0.6795"	"18"	"Jones&MacLarnon2004"	NA	"0.150702645"	"0.188038363"
"Taphozous theobaldi"	"Taphozous_theobaldi"	"Chiroptera"	"Emballonuridae"	"Taphozous"	"theobaldi"	NA	NA	NA	"0.681"	"39.8"	"Jones&MacLarnon2004"	NA	"-0.106800007"	"-0.09018146"
"Macroglossus sobrinus"	"Macroglossus_sobrinus"	"Chiroptera"	"Pteropodidae"	"Macroglossus"	"sobrinus"	NA	NA	NA	"0.692"	"21.7"	"Jones&MacLarnon2004"	NA	"0.097728297"	"0.130183231"
"Chiroderma villosum"	"Chiroderma_villosum"	"Chiroptera"	"Phyllostomidae"	"Chiroderma"	"villosum"	">1"	">1"	NA	"0.706"	"24.8"	"Jones&MacLarnon2004"	NA	"0.062932543"	"0.091901139"
"Scotonycteris zenkeri"	"Scotonycteris_zenkeri"	"Chiroptera"	"Pteropodidae"	"Scotonycteris"	"zenkeri"	NA	NA	NA	"0.71"	"21.35"	"Jones&MacLarnon2004"	NA	"0.114176991"	"0.147056467"
"Hipposideros diadema"	"Hipposideros_diadema"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"diadema"	NA	NA	NA	"0.715"	"43.6"	"Jones&MacLarnon2004"	NA	"-0.115343913"	"-0.10110623"
"Sturnira tildae"	"Sturnira_tildae"	"Chiroptera"	"Phyllostomidae"	"Sturnira"	"tildae"	NA	NA	NA	"0.7255"	"24"	"Jones&MacLarnon2004"	NA	"0.085445686"	"0.115270383"
"Paranyctimene raptor"	"Paranyctimene_raptor"	"Chiroptera"	"Pteropodidae"	"Paranyctimene"	"raptor"	NA	NA	NA	"0.731"	"26.1"	"Jones&MacLarnon2004"	NA	"0.061403446"	"0.089038102"
"Hipposideros lankadiva"	"Hipposideros_lankadiva"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"lankadiva"	NA	NA	NA	"0.733"	"48.5"	"Jones&MacLarnon2004"	NA	"-0.139237736"	"-0.127780809"
"Nycteris grandis"	"Nycteris_grandis"	"Chiroptera"	"Nycteridae"	"Nycteris"	"grandis"	NA	NA	NA	"0.7355"	"29.4"	"Jones&MacLarnon2004"	NA	"0.025288272"	"0.049814436"
"Platyrrhinus lineatus"	"Platyrrhinus_lineatus"	"Chiroptera"	"Phyllostomidae"	"Platyrrhinus"	"lineatus"	NA	NA	NA	"0.741"	"22.6"	"Jones&MacLarnon2004"	NA	"0.11420376"	"0.145597695"
"Macronycteris commersoni"	"Hipposideros_commersoni"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"commersoni"	NA	NA	NA	"0.74475"	"101.25"	"Jones&MacLarnon2004"	NA	"-0.372073374"	"-0.379833246"
"Otomops martiensseni"	"Otomops_martiensseni"	"Chiroptera"	"Molossidae"	"Otomops"	"martiensseni"	NA	NA	NA	"0.7555"	"41.75"	"Jones&MacLarnon2004"	NA	"-0.077292849"	"-0.06192315"
"Chiroderma salvini"	"Chiroderma_salvini"	"Chiroptera"	"Phyllostomidae"	"Chiroderma"	"salvini"	">1"	">1"	NA	"0.787"	"24.3"	"Jones&MacLarnon2004"	NA	"0.116736691"	"0.146237051"
"Tonatia bidens"	"Tonatia_bidens"	"Chiroptera"	"Phyllostomidae"	"Tonatia"	"bidens"	NA	NA	NA	"0.788"	"29.4"	"Jones&MacLarnon2004"	NA	"0.055231813"	"0.079757977"
"Hipposideros armiger"	"Hipposideros_armiger"	"Chiroptera"	"Hipposideridae"	"Hipposideros"	"armiger"	NA	NA	NA	"0.8"	"56"	"Jones&MacLarnon2004"	NA	"-0.148086871"	"-0.140384067"
"Diphylla ecaudata"	"Diphylla_ecaudata"	"Chiroptera"	"Phyllostomidae"	"Diphylla"	"ecaudata"	">1"	">1"	NA	"0.8015"	"31.05"	"Jones&MacLarnon2004"	NA	"0.044823253"	"0.067923771"
"Eumops perotis"	"Eumops_perotis"	"Chiroptera"	"Molossidae"	"Eumops"	"perotis"	NA	NA	NA	"0.802"	"47.5"	"Jones&MacLarnon2004"	NA	"-0.093381183"	"-0.081380304"
"Micropteropus pusillus"	"Micropteropus_pusillus"	"Chiroptera"	"Pteropodidae"	"Micropteropus"	"pusillus"	NA	NA	NA	"0.82"	"25.2"	"Jones&MacLarnon2004"	NA	"0.122730002"	"0.151280848"
"Megaerops ecaudatus"	"Megaerops_ecaudatus"	"Chiroptera"	"Pteropodidae"	"Megaerops"	"ecaudatus"	NA	NA	NA	"0.82233"	"24.67"	"Jones&MacLarnon2004"	NA	"0.130885891"	"0.159991707"
"Nyctimene albiventer"	"Nyctimene_albiventer"	"Chiroptera"	"Pteropodidae"	"Nyctimene"	"albiventer"	NA	NA	NA	"0.825"	"29.7"	"Jones&MacLarnon2004"	NA	"0.071852674"	"0.096113772"
"Sphaerias blanfordi"	"Sphaerias_blanfordi"	"Chiroptera"	"Pteropodidae"	"Sphaerias"	"blanfordi"	NA	NA	NA	"0.832"	"29.5"	"Jones&MacLarnon2004"	NA	"0.077722897"	"0.102160407"
"Phyllostomus elongatus"	"Phyllostomus_elongatus"	"Chiroptera"	"Phyllostomidae"	"Phyllostomus"	"elongatus"	NA	NA	NA	"0.885"	"44.9"	"Jones&MacLarnon2004"	NA	"-0.032276661"	"-0.01880607"
"Megaderma lyra"	"Megaderma_lyra"	"Chiroptera"	"Megadermatidae"	"Megaderma"	"lyra"	NA	NA	NA	"0.8935"	"35.3"	"Jones&MacLarnon2004"	NA	"0.050229073"	"0.069980251"
"Trachops cirrhosus"	"Trachops_cirrhosus"	"Chiroptera"	"Phyllostomidae"	"Trachops"	"cirrhosus"	NA	NA	NA	"0.9115"	"36.45"	"Jones&MacLarnon2004"	NA	"0.048448972"	"0.067363144"
"Vampyrodes caraccioli"	"Vampyrodes_caraccioli"	"Chiroptera"	"Phyllostomidae"	"Vampyrodes"	"caraccioli"	NA	NA	NA	"0.947"	"39.7"	"Jones&MacLarnon2004"	NA	"0.037222292"	"0.053906521"
"Penthetor lucasi"	"Penthetor_lucasi"	"Chiroptera"	"Pteropodidae"	"Penthetor"	"lucasi"	NA	NA	NA	"0.9475"	"35"	"Jones&MacLarnon2004"	NA	"0.078493756"	"0.09846777"
"Megaerops niphanae"	"Megaerops_niphanae"	"Chiroptera"	"Pteropodidae"	"Megaerops"	"niphanae"	NA	NA	NA	"0.958"	"32.6"	"Jones&MacLarnon2004"	NA	"0.106418092"	"0.128246762"
"Nyctimene vizcaccia"	"Nyctimene_vizcaccia"	"Chiroptera"	"Pteropodidae"	"Nyctimene"	"vizcaccia"	NA	NA	NA	"0.988"	"35.4"	"Jones&MacLarnon2004"	NA	"0.092970035"	"0.112647355"
"Melonycteris woodfordi"	"Melonycteris_woodfordi"	"Chiroptera"	"Pteropodidae"	"Melonycteris"	"woodfordi"	NA	NA	NA	"1.0185"	"35.5"	"Jones&MacLarnon2004"	NA	"0.105255297"	"0.124858968"
"Scotophilus nigrita"	"Scotophilus_nigrita"	"Chiroptera"	"Vespertilionidae"	"Scotophilus"	"nigrita"	NA	NA	NA	"1.046"	"101"	"Jones&MacLarnon2004"	NA	"-0.223746951"	"-0.231442276"
